tick,pop_capital,pop_labor,nouveaux_riches,avg_innovation,contracts
953,20,180,0,0.580,0
954,20,180,0,0.580,0
955,20,180,0,0.580,0
956,20,180,0,0.580,0
957,20,180,0,0.580,0
958,20,180,0,0.580,0
959,20,180,0,0.580,0
960,20,180,0,0.580,0
961,20,180,0,0.580,0
962,20,180,0,0.580,0
963,20,180,0,0.580,0
964,20,180,0,0.580,0
965,20,180,0,0.580,0
966,20,180,0,0.580,0
967,20,180,0,0.580,0
968,20,180,0,0.580,0
969,20,180,0,0.580,0
970,20,180,0,0.580,0
971,20,180,0,0.580,0
972,20,180,0,0.580,0
973,20,180,0,0.580,0
974,20,180,0,0.580,0
975,20,180,0,0.580,0
976,20,180,0,0.580,0
977,20,180,0,0.580,0
978,20,180,0,0.580,0
979,20,180,0,0.580,0
980,20,180,0,0.580,0
981,20,180,0,0.580,0
982,20,180,0,0.580,0
