tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_prey_eff,avg_pred_eff
1580,196,50,0.8712,0.4952,1.4229,0.4959
1581,198,50,0.8682,0.4952,1.4216,0.4959
1582,199,50,0.8703,0.4952,1.4209,0.4959
1583,198,50,0.8706,0.4952,1.4196,0.4959
1584,196,50,0.8732,0.4952,1.4191,0.4959
1585,194,50,0.8695,0.4952,1.4218,0.4959
1586,199,50,0.8746,0.4952,1.4123,0.4959
1587,197,50,0.8733,0.4952,1.4143,0.4959
1588,193,50,0.8694,0.4952,1.4193,0.4959
1589,196,50,0.8691,0.4952,1.4208,0.4959
1590,196,50,0.8678,0.4952,1.4202,0.4959
1591,199,50,0.8717,0.4952,1.4225,0.4959
1592,197,50,0.8716,0.4952,1.4248,0.4959
1593,198,50,0.8741,0.4952,1.4262,0.4959
1594,196,50,0.8686,0.4952,1.4287,0.4959
1595,198,50,0.8629,0.4952,1.4322,0.4959
1596,197,50,0.8631,0.4952,1.4314,0.4959
1597,199,50,0.8673,0.4952,1.4263,0.4959
1598,191,50,0.8689,0.4952,1.4280,0.4959
1599,196,50,0.8614,0.4952,1.4253,0.4959
1600,198,50,0.8594,0.4952,1.4243,0.4959
1601,197,50,0.8584,0.4952,1.4249,0.4959
1602,195,50,0.8566,0.4952,1.4215,0.4959
1603,200,50,0.8536,0.4952,1.4248,0.4959
1604,195,50,0.8531,0.4952,1.4233,0.4959
1605,197,50,0.8556,0.4952,1.4163,0.4959
1606,198,50,0.8548,0.4952,1.4162,0.4959
1607,197,50,0.8529,0.4952,1.4169,0.4959
1608,196,50,0.8564,0.4952,1.4174,0.4959
1609,198,50,0.8596,0.4952,1.4121,0.4959
1610,196,50,0.8625,0.4952,1.4112,0.4959
1611,197,50,0.8631,0.4952,1.4107,0.4959
1612,199,50,0.8623,0.4952,1.4065,0.4959
1613,195,50,0.8645,0.4952,1.4143,0.4959
1614,194,50,0.8698,0.4952,1.4079,0.4959
1615,200,50,0.8684,0.4952,1.4067,0.4959
1616,195,50,0.8689,0.4952,1.4031,0.4959
1617,199,50,0.8690,0.4952,1.4046,0.4959
1618,198,50,0.8643,0.4952,1.4067,0.4959
1619,193,50,0.8693,0.4952,1.4070,0.4959
1620,197,50,0.8664,0.4952,1.4072,0.4959
1621,198,50,0.8648,0.4952,1.4062,0.4959
1622,197,50,0.8678,0.4952,1.4042,0.4959
1623,196,50,0.8646,0.4952,1.4024,0.4959
1624,197,50,0.8616,0.4952,1.4035,0.4959
1625,198,50,0.8601,0.4952,1.4041,0.4959
1626,195,50,0.8596,0.4952,1.3985,0.4959
1627,194,50,0.8604,0.4952,1.3998,0.4959
1628,198,50,0.8610,0.4952,1.4017,0.4959
1629,198,50,0.8584,0.4952,1.4007,0.4959
1630,196,50,0.8595,0.4952,1.4036,0.4959
1631,199,50,0.8542,0.4952,1.4034,0.4959
1632,198,50,0.8540,0.4952,1.4046,0.4959
1633,196,50,0.8530,0.4952,1.4061,0.4959
1634,196,50,0.8473,0.4952,1.4000,0.4959
1635,197,50,0.8425,0.4952,1.4004,0.4959
1636,196,50,0.8434,0.4952,1.3977,0.4959
1637,197,50,0.8417,0.4952,1.3941,0.4959
1638,196,50,0.8441,0.4952,1.3953,0.4959
1639,195,50,0.8453,0.4952,1.3904,0.4959
1640,198,50,0.8449,0.4952,1.3907,0.4959
1641,197,50,0.8431,0.4952,1.3852,0.4959
1642,196,50,0.8393,0.4952,1.3886,0.4959
1643,198,50,0.8373,0.4952,1.3909,0.4959
1644,194,50,0.8365,0.4952,1.3882,0.4959
1645,195,50,0.8408,0.4952,1.3922,0.4959
1646,197,50,0.8403,0.4952,1.3945,0.4959
1647,198,50,0.8419,0.4952,1.3963,0.4959
1648,200,50,0.8400,0.4952,1.3956,0.4959
1649,198,50,0.8399,0.4952,1.3942,0.4959
1650,195,50,0.8465,0.4952,1.3900,0.4959
1651,195,50,0.8490,0.4952,1.3943,0.4959
1652,192,50,0.8473,0.4952,1.3907,0.4959
1653,195,50,0.8525,0.4952,1.3905,0.4959
1654,194,50,0.8470,0.4952,1.3851,0.4959
1655,196,50,0.8498,0.4952,1.3900,0.4959
1656,199,50,0.8480,0.4952,1.3945,0.4959
1657,197,50,0.8442,0.4952,1.3979,0.4959
1658,200,50,0.8450,0.4952,1.3957,0.4959
1659,197,50,0.8480,0.4952,1.3944,0.4959
1660,197,50,0.8457,0.4952,1.4008,0.4959
1661,195,50,0.8465,0.4952,1.4052,0.4959
1662,195,50,0.8423,0.4952,1.4027,0.4959
1663,199,50,0.8435,0.4952,1.4040,0.4959
1664,197,50,0.8402,0.4952,1.4077,0.4959
1665,198,50,0.8381,0.4952,1.4096,0.4959
1666,196,50,0.8411,0.4952,1.4083,0.4959
1667,198,50,0.8397,0.4952,1.4087,0.4959
1668,194,50,0.8412,0.4952,1.4091,0.4959
1669,197,50,0.8350,0.4952,1.4036,0.4959
1670,198,50,0.8343,0.4952,1.4050,0.4959
1671,198,50,0.8376,0.4952,1.4049,0.4959
1672,197,50,0.8395,0.4952,1.4056,0.4959
1673,198,50,0.8368,0.4952,1.4077,0.4959
1674,199,50,0.8336,0.4952,1.4073,0.4959
1675,196,50,0.8358,0.4952,1.4068,0.4959
1676,197,50,0.8376,0.4952,1.4030,0.4959
1677,197,50,0.8391,0.4952,1.4063,0.4959
1678,198,50,0.8411,0.4952,1.4030,0.4959
1679,197,50,0.8398,0.4952,1.3993,0.4959
1680,199,50,0.8383,0.4952,1.3975,0.4959
1681,195,50,0.8387,0.4952,1.3978,0.4959
1682,198,50,0.8406,0.4952,1.3939,0.4959
1683,197,50,0.8389,0.4952,1.3921,0.4959
1684,195,50,0.8386,0.4952,1.3920,0.4959
1685,196,50,0.8431,0.4952,1.3941,0.4959
1686,198,50,0.8450,0.4952,1.3911,0.4959
1687,197,50,0.8478,0.4952,1.3945,0.4959
1688,195,50,0.8437,0.4952,1.3932,0.4959
1689,198,50,0.8429,0.4952,1.3959,0.4959
1690,199,50,0.8439,0.4952,1.3959,0.4959
1691,199,50,0.8441,0.4952,1.3971,0.4959
1692,196,50,0.8456,0.4952,1.3995,0.4959
1693,194,50,0.8496,0.4952,1.3974,0.4959
1694,199,50,0.8531,0.4952,1.3944,0.4959
1695,198,50,0.8543,0.4952,1.3916,0.4959
1696,198,50,0.8557,0.4952,1.3906,0.4959
1697,198,50,0.8552,0.4952,1.3925,0.4959
1698,197,50,0.8534,0.4952,1.3873,0.4959
1699,193,50,0.8549,0.4952,1.3795,0.4959
1700,199,50,0.8608,0.4952,1.3796,0.4959
1701,196,50,0.8626,0.4952,1.3797,0.4959
1702,198,50,0.8626,0.4952,1.3844,0.4959
1703,196,50,0.8662,0.4952,1.3863,0.4959
1704,200,50,0.8630,0.4952,1.3838,0.4959
1705,197,50,0.8607,0.4952,1.3831,0.4959
1706,198,50,0.8592,0.4952,1.3872,0.4959
1707,193,50,0.8647,0.4952,1.3844,0.4959
1708,198,50,0.8635,0.4952,1.3864,0.4959
1709,195,50,0.8692,0.4952,1.3835,0.4959
1710,196,50,0.8701,0.4952,1.3880,0.4959
1711,195,50,0.8663,0.4952,1.3855,0.4959
1712,197,50,0.8661,0.4952,1.3850,0.4959
1713,195,50,0.8704,0.4952,1.3819,0.4959
1714,197,50,0.8699,0.4952,1.3827,0.4959
1715,195,50,0.8677,0.4952,1.3793,0.4959
1716,196,50,0.8703,0.4952,1.3799,0.4959
1717,199,50,0.8676,0.4952,1.3750,0.4959
1718,196,50,0.8738,0.4952,1.3779,0.4959
1719,193,50,0.8748,0.4952,1.3821,0.4959
1720,196,50,0.8790,0.4952,1.3829,0.4959
1721,198,50,0.8771,0.4952,1.3827,0.4959
1722,197,50,0.8810,0.4952,1.3838,0.4959
1723,199,50,0.8833,0.4952,1.3844,0.4959
1724,198,50,0.8849,0.4952,1.3799,0.4959
1725,197,50,0.8857,0.4952,1.3769,0.4959
1726,199,50,0.8861,0.4952,1.3775,0.4959
1727,195,50,0.8889,0.4952,1.3808,0.4959
1728,200,50,0.8877,0.4952,1.3819,0.4959
1729,196,50,0.8903,0.4952,1.3836,0.4959
1730,198,50,0.8890,0.4952,1.3840,0.4959
1731,195,50,0.8933,0.4952,1.3861,0.4959
1732,197,50,0.8954,0.4952,1.3859,0.4959
1733,199,50,0.8969,0.4952,1.3901,0.4959
1734,197,50,0.8958,0.4952,1.3888,0.4959
1735,198,50,0.8979,0.4952,1.3923,0.4959
1736,200,50,0.9002,0.4952,1.3892,0.4959
1737,196,50,0.9013,0.4952,1.3892,0.4959
1738,198,50,0.9031,0.4952,1.3877,0.4959
1739,200,50,0.9038,0.4952,1.3872,0.4959
1740,196,50,0.9053,0.4952,1.3883,0.4959
1741,197,50,0.9035,0.4952,1.3880,0.4959
1742,197,50,0.8994,0.4952,1.3863,0.4959
1743,192,50,0.9086,0.4952,1.3891,0.4959
1744,196,50,0.9084,0.4952,1.3897,0.4959
1745,199,50,0.9108,0.4952,1.3860,0.4959
1746,199,50,0.9120,0.4952,1.3867,0.4959
1747,198,50,0.9121,0.4952,1.3888,0.4959
1748,195,50,0.9164,0.4952,1.3893,0.4959
1749,198,50,0.9166,0.4952,1.3829,0.4959
1750,198,50,0.9143,0.4952,1.3835,0.4959
1751,196,50,0.9165,0.4952,1.3838,0.4959
1752,192,50,0.9146,0.4952,1.3782,0.4959
1753,195,50,0.9179,0.4952,1.3745,0.4959
1754,196,50,0.9223,0.4952,1.3770,0.4959
1755,197,50,0.9216,0.4952,1.3742,0.4959
1756,196,50,0.9233,0.4952,1.3705,0.4959
1757,198,50,0.9238,0.4952,1.3693,0.4959
1758,199,50,0.9263,0.4952,1.3712,0.4959
1759,199,50,0.9293,0.4952,1.3716,0.4959
1760,195,50,0.9333,0.4952,1.3749,0.4959
1761,198,50,0.9366,0.4952,1.3770,0.4959
1762,198,50,0.9412,0.4952,1.3814,0.4959
1763,198,50,0.9396,0.4952,1.3840,0.4959
1764,196,50,0.9439,0.4952,1.3856,0.4959
1765,199,50,0.9444,0.4952,1.3865,0.4959
1766,197,50,0.9456,0.4952,1.3844,0.4959
1767,193,50,0.9541,0.4952,1.3872,0.4959
1768,198,50,0.9555,0.4952,1.3809,0.4959
1769,198,50,0.9618,0.4952,1.3838,0.4959
1770,197,50,0.9623,0.4952,1.3821,0.4959
1771,196,50,0.9638,0.4952,1.3841,0.4959
1772,198,50,0.9659,0.4952,1.3858,0.4959
1773,199,50,0.9657,0.4952,1.3864,0.4959
1774,198,50,0.9630,0.4952,1.3839,0.4959
1775,198,50,0.9639,0.4952,1.3842,0.4959
1776,194,50,0.9659,0.4952,1.3840,0.4959
1777,198,50,0.9670,0.4952,1.3797,0.4959
1778,195,50,0.9672,0.4952,1.3835,0.4959
1779,198,50,0.9675,0.4952,1.3827,0.4959
1780,197,50,0.9714,0.4952,1.3794,0.4959
1781,197,50,0.9768,0.4952,1.3759,0.4959
1782,200,50,0.9761,0.4952,1.3744,0.4959
1783,197,50,0.9780,0.4952,1.3709,0.4959
1784,195,50,0.9815,0.4952,1.3640,0.4959
1785,195,50,0.9851,0.4952,1.3641,0.4959
1786,200,50,0.9878,0.4952,1.3622,0.4959
1787,198,50,0.9868,0.4952,1.3642,0.4959
1788,196,50,0.9870,0.4952,1.3698,0.4959
1789,199,50,0.9899,0.4952,1.3662,0.4959
1790,197,50,0.9942,0.4952,1.3683,0.4959
1791,195,50,0.9972,0.4952,1.3703,0.4959
1792,195,50,1.0004,0.4952,1.3702,0.4959
1793,198,50,1.0036,0.4952,1.3667,0.4959
1794,194,50,0.9998,0.4952,1.3615,0.4959
1795,199,50,1.0042,0.4952,1.3670,0.4959
1796,198,50,1.0049,0.4952,1.3682,0.4959
1797,199,50,1.0054,0.4952,1.3700,0.4959
1798,196,50,0.9998,0.4952,1.3610,0.4959
1799,196,50,1.0042,0.4952,1.3594,0.4959
1800,195,50,1.0059,0.4952,1.3654,0.4959
1801,197,50,1.0088,0.4952,1.3631,0.4959
1802,197,50,1.0092,0.4952,1.3646,0.4959
1803,198,50,1.0061,0.4952,1.3589,0.4959
1804,194,50,1.0110,0.4952,1.3548,0.4959
1805,194,50,1.0188,0.4952,1.3511,0.4959
1806,195,50,1.0244,0.4952,1.3428,0.4959
1807,195,50,1.0322,0.4952,1.3417,0.4959
1808,200,50,1.0334,0.4952,1.3394,0.4959
1809,193,50,1.0421,0.4952,1.3411,0.4959
1810,198,50,1.0412,0.4952,1.3441,0.4959
1811,194,50,1.0428,0.4952,1.3437,0.4959
1812,198,50,1.0397,0.4952,1.3449,0.4959
1813,197,50,1.0470,0.4952,1.3457,0.4959
1814,198,50,1.0463,0.4952,1.3474,0.4959
1815,198,50,1.0456,0.4952,1.3451,0.4959
1816,195,50,1.0484,0.4952,1.3419,0.4959
1817,198,50,1.0508,0.4952,1.3461,0.4959
1818,199,50,1.0520,0.4952,1.3451,0.4959
1819,197,50,1.0551,0.4952,1.3446,0.4959
1820,196,50,1.0604,0.4952,1.3436,0.4959
1821,197,50,1.0616,0.4952,1.3436,0.4959
1822,199,50,1.0607,0.4952,1.3457,0.4959
1823,196,50,1.0713,0.4952,1.3462,0.4959
1824,199,50,1.0732,0.4952,1.3381,0.4959
1825,197,50,1.0715,0.4952,1.3378,0.4959
1826,194,50,1.0699,0.4952,1.3392,0.4959
1827,199,50,1.0724,0.4952,1.3384,0.4959
1828,197,50,1.0697,0.4952,1.3318,0.4959
1829,197,50,1.0705,0.4952,1.3395,0.4959
1830,197,50,1.0728,0.4952,1.3404,0.4959
1831,197,50,1.0697,0.4952,1.3408,0.4959
1832,196,50,1.0662,0.4952,1.3435,0.4959
1833,195,50,1.0605,0.4952,1.3437,0.4959
1834,198,50,1.0633,0.4952,1.3472,0.4959
1835,195,50,1.0615,0.4952,1.3443,0.4959
1836,197,50,1.0657,0.4952,1.3445,0.4959
1837,198,50,1.0665,0.4952,1.3487,0.4959
1838,198,50,1.0671,0.4952,1.3467,0.4959
1839,197,50,1.0657,0.4952,1.3539,0.4959
1840,197,50,1.0740,0.4952,1.3616,0.4959
1841,198,50,1.0746,0.4952,1.3656,0.4959
1842,196,50,1.0759,0.4952,1.3651,0.4959
1843,199,50,1.0787,0.4952,1.3647,0.4959
1844,200,50,1.0795,0.4952,1.3666,0.4959
1845,197,50,1.0786,0.4952,1.3652,0.4959
1846,197,50,1.0810,0.4952,1.3677,0.4959
1847,199,50,1.0807,0.4952,1.3684,0.4959
1848,193,50,1.0830,0.4952,1.3678,0.4959
1849,197,50,1.0852,0.4952,1.3695,0.4959
1850,198,50,1.0814,0.4952,1.3681,0.4959
1851,196,50,1.0800,0.4952,1.3717,0.4959
1852,198,50,1.0827,0.4952,1.3733,0.4959
1853,196,50,1.0920,0.4952,1.3812,0.4959
1854,197,50,1.0946,0.4952,1.3852,0.4959
1855,199,50,1.0952,0.4952,1.3827,0.4959
1856,194,50,1.1007,0.4952,1.3889,0.4959
1857,196,50,1.1030,0.4952,1.3899,0.4959
1858,197,50,1.1003,0.4952,1.3896,0.4959
1859,198,50,1.1060,0.4952,1.3870,0.4959
1860,195,50,1.1061,0.4952,1.3905,0.4959
1861,200,50,1.1063,0.4952,1.3922,0.4959
1862,198,50,1.1064,0.4952,1.3886,0.4959
1863,199,50,1.1092,0.4952,1.3886,0.4959
1864,198,50,1.1094,0.4952,1.3891,0.4959
1865,195,50,1.1131,0.4952,1.3857,0.4959
1866,197,50,1.1141,0.4952,1.3920,0.4959
1867,195,50,1.1128,0.4952,1.3924,0.4959
1868,198,50,1.1113,0.4952,1.3911,0.4959
1869,199,50,1.1124,0.4952,1.3921,0.4959
1870,198,50,1.1104,0.4952,1.3895,0.4959
1871,196,50,1.1071,0.4952,1.3833,0.4959
1872,193,50,1.1123,0.4952,1.3838,0.4959
1873,199,50,1.1124,0.4952,1.3877,0.4959
1874,199,50,1.1139,0.4952,1.3892,0.4959
1875,200,50,1.1137,0.4952,1.3897,0.4959
1876,197,50,1.1155,0.4952,1.3906,0.4959
1877,198,50,1.1131,0.4952,1.3920,0.4959
1878,194,50,1.1097,0.4952,1.3937,0.4959
1879,197,50,1.1100,0.4952,1.3936,0.4959
1880,197,50,1.1121,0.4952,1.3992,0.4959
1881,196,50,1.1115,0.4952,1.3956,0.4959
1882,200,50,1.1100,0.4952,1.3957,0.4959
1883,198,50,1.1108,0.4952,1.3946,0.4959
1884,194,50,1.1129,0.4952,1.3953,0.4959
1885,196,50,1.1112,0.4952,1.3985,0.4959
1886,198,50,1.1094,0.4952,1.4015,0.4959
1887,196,50,1.1096,0.4952,1.3979,0.4959
1888,195,50,1.1094,0.4952,1.4027,0.4959
1889,197,50,1.1145,0.4952,1.4077,0.4959
1890,196,50,1.1122,0.4952,1.4096,0.4959
1891,197,50,1.1136,0.4952,1.4063,0.4959
1892,199,50,1.1180,0.4952,1.4038,0.4959
1893,197,50,1.1222,0.4952,1.4074,0.4959
1894,197,50,1.1254,0.4952,1.4091,0.4959
1895,200,50,1.1232,0.4952,1.4065,0.4959
1896,199,50,1.1226,0.4952,1.4071,0.4959
1897,192,50,1.1167,0.4952,1.4095,0.4959
1898,195,50,1.1193,0.4952,1.4157,0.4959
1899,195,50,1.1203,0.4952,1.4270,0.4959
1900,198,50,1.1185,0.4952,1.4325,0.4959
1901,195,50,1.1179,0.4952,1.4427,0.4959
1902,199,50,1.1183,0.4952,1.4348,0.4959
1903,198,50,1.1194,0.4952,1.4376,0.4959
1904,198,50,1.1181,0.4952,1.4367,0.4959
1905,196,50,1.1147,0.4952,1.4366,0.4959
1906,197,50,1.1129,0.4952,1.4339,0.4959
1907,199,50,1.1147,0.4952,1.4414,0.4959
1908,199,50,1.1136,0.4952,1.4418,0.4959
1909,198,50,1.1131,0.4952,1.4433,0.4959
1910,197,50,1.1147,0.4952,1.4465,0.4959
1911,197,50,1.1152,0.4952,1.4494,0.4959
1912,193,50,1.1214,0.4952,1.4566,0.4959
1913,199,50,1.1246,0.4952,1.4597,0.4959
1914,198,50,1.1225,0.4952,1.4555,0.4959
1915,199,50,1.1199,0.4952,1.4546,0.4959
1916,197,50,1.1223,0.4952,1.4479,0.4959
1917,195,50,1.1246,0.4952,1.4562,0.4959
1918,198,50,1.1299,0.4952,1.4640,0.4959
1919,197,50,1.1301,0.4952,1.4619,0.4959
1920,198,50,1.1279,0.4952,1.4586,0.4959
1921,197,50,1.1280,0.4952,1.4671,0.4959
1922,197,50,1.1306,0.4952,1.4722,0.4959
1923,200,50,1.1300,0.4952,1.4737,0.4959
1924,196,50,1.1385,0.4952,1.4787,0.4959
1925,198,50,1.1382,0.4952,1.4831,0.4959
1926,193,50,1.1449,0.4952,1.4879,0.4959
1927,197,50,1.1452,0.4952,1.4965,0.4959
1928,197,50,1.1484,0.4952,1.5010,0.4959
1929,197,50,1.1499,0.4952,1.5092,0.4959
1930,197,50,1.1484,0.4952,1.5078,0.4959
1931,197,50,1.1471,0.4952,1.5140,0.4959
1932,197,50,1.1494,0.4952,1.5146,0.4959
1933,197,50,1.1497,0.4952,1.5169,0.4959
1934,200,50,1.1509,0.4952,1.5205,0.4959
1935,197,50,1.1510,0.4952,1.5214,0.4959
1936,197,50,1.1564,0.4952,1.5246,0.4959
1937,195,50,1.1602,0.4952,1.5333,0.4959
1938,197,50,1.1615,0.4952,1.5390,0.4959
1939,197,50,1.1629,0.4952,1.5418,0.4959
1940,196,50,1.1658,0.4952,1.5448,0.4959
1941,198,50,1.1677,0.4952,1.5488,0.4959
1942,198,50,1.1698,0.4952,1.5530,0.4959
1943,193,50,1.1793,0.4952,1.5553,0.4959
1944,196,50,1.1813,0.4952,1.5560,0.4959
1945,196,50,1.1858,0.4952,1.5689,0.4959
1946,196,50,1.1876,0.4952,1.5693,0.4959
1947,197,50,1.1886,0.4952,1.5752,0.4959
1948,198,50,1.1844,0.4952,1.5725,0.4959
1949,197,50,1.1869,0.4952,1.5722,0.4959
1950,200,50,1.1867,0.4952,1.5748,0.4959
1951,199,50,1.1865,0.4952,1.5732,0.4959
1952,197,50,1.1840,0.4952,1.5722,0.4959
1953,198,50,1.1859,0.4952,1.5747,0.4959
1954,200,50,1.1885,0.4952,1.5779,0.4959
1955,197,50,1.1889,0.4952,1.5790,0.4959
1956,198,50,1.1881,0.4952,1.5823,0.4959
1957,198,50,1.1883,0.4952,1.5843,0.4959
1958,197,50,1.1860,0.4952,1.5942,0.4959
1959,198,50,1.1871,0.4952,1.5965,0.4959
1960,194,50,1.1833,0.4952,1.6015,0.4959
1961,197,50,1.1818,0.4952,1.5994,0.4959
1962,198,50,1.1823,0.4952,1.6011,0.4959
1963,195,50,1.1815,0.4952,1.5982,0.4959
1964,197,50,1.1814,0.4952,1.6034,0.4959
1965,198,50,1.1830,0.4952,1.6043,0.4959
1966,200,50,1.1824,0.4952,1.6011,0.4959
1967,198,50,1.1821,0.4952,1.6030,0.4959
1968,196,50,1.1817,0.4952,1.6052,0.4959
1969,199,50,1.1759,0.4952,1.6033,0.4959
1970,197,50,1.1750,0.4952,1.6020,0.4959
1971,197,50,1.1746,0.4952,1.6078,0.4959
1972,197,50,1.1737,0.4952,1.6027,0.4959
1973,197,50,1.1680,0.4952,1.5979,0.4959
1974,198,50,1.1701,0.4952,1.5998,0.4959
1975,199,50,1.1693,0.4952,1.5994,0.4959
1976,199,50,1.1696,0.4952,1.5989,0.4959
1977,198,50,1.1691,0.4952,1.5985,0.4959
1978,198,50,1.1749,0.4952,1.5985,0.4959
1979,197,50,1.1739,0.4952,1.5985,0.4959
1980,194,50,1.1772,0.4952,1.6015,0.4959
1981,198,50,1.1747,0.4952,1.6023,0.4959
1982,198,50,1.1723,0.4952,1.6007,0.4959
1983,197,50,1.1672,0.4952,1.6005,0.4959
1984,199,50,1.1638,0.4952,1.5963,0.4959
1985,195,50,1.1640,0.4952,1.5971,0.4959
1986,197,50,1.1626,0.4952,1.5936,0.4959
1987,197,50,1.1599,0.4952,1.5895,0.4959
1988,198,50,1.1581,0.4952,1.5878,0.4959
1989,199,50,1.1595,0.4952,1.5891,0.4959
1990,196,50,1.1598,0.4952,1.5903,0.4959
1991,199,50,1.1550,0.4952,1.5849,0.4959
1992,198,50,1.1535,0.4952,1.5856,0.4959
1993,195,50,1.1581,0.4952,1.5947,0.4959
1994,196,50,1.1590,0.4952,1.5975,0.4959
1995,196,50,1.1614,0.4952,1.5998,0.4959
1996,197,50,1.1585,0.4952,1.5993,0.4959
1997,196,50,1.1558,0.4952,1.5949,0.4959
1998,194,50,1.1541,0.4952,1.5967,0.4959
1999,197,50,1.1559,0.4952,1.5969,0.4959
2000,198,50,1.1569,0.4952,1.5984,0.4959
