tick,pop,avg_energy,avg_cannibalism,cannibal_acts
1058,200,152.2,0.0440,0
1059,198,150.9,0.0438,0
1060,199,152.1,0.0431,0
1061,199,151.7,0.0433,0
1062,199,151.3,0.0433,0
1063,199,150.9,0.0434,0
1064,199,150.5,0.0433,0
1065,200,149.3,0.0436,0
1066,199,147.3,0.0438,0
1067,197,148.4,0.0440,0
1068,199,151.2,0.0443,0
1069,200,150.1,0.0441,0
1070,199,148.1,0.0441,0
1071,197,149.2,0.0444,0
1072,200,151.3,0.0447,0
1073,200,148.5,0.0447,0
1074,199,146.5,0.0449,0
1075,200,145.4,0.0448,0
1076,198,144.1,0.0450,0
1077,199,145.4,0.0452,0
1078,200,144.4,0.0450,0
1079,200,141.7,0.0450,0
1080,198,140.4,0.0453,0
1081,200,141.1,0.0451,0
1082,199,139.2,0.0451,0
1083,199,138.9,0.0450,0
1084,198,139.3,0.0440,0
1085,198,141.4,0.0442,0
1086,199,142.8,0.0443,0
1087,199,142.6,0.0444,0
1088,196,144.5,0.0443,0
1089,198,149.9,0.0441,0
1090,197,152.7,0.0444,0
1091,199,155.6,0.0450,0
1092,199,155.2,0.0443,0
1093,199,154.8,0.0443,0
1094,197,156.1,0.0453,0
1095,197,160.6,0.0459,0
1096,199,163.3,0.0459,0
1097,196,165.4,0.0467,0
1098,197,171.3,0.0463,0
1099,196,176.5,0.0465,0
1100,200,179.5,0.0469,0
1101,200,176.6,0.0469,0
1102,199,174.5,0.0471,0
1103,197,175.7,0.0473,0
1104,198,179.0,0.0476,0
1105,197,181.8,0.0479,0
1106,199,184.1,0.0482,0
1107,200,182.6,0.0482,0
1108,199,180.6,0.0479,0
1109,199,180.1,0.0479,0
1110,199,179.6,0.0479,0
1111,199,179.1,0.0479,0
1112,200,177.7,0.0482,0
1113,195,179.4,0.0479,0
1114,198,185.8,0.0481,0
1115,199,186.7,0.0481,0
1116,196,189.0,0.0486,0
1117,197,194.7,0.0493,0
1118,198,197.9,0.0507,0
1119,199,198.6,0.0508,0
1120,196,201.0,0.0511,0
1121,199,204.5,0.0523,0
1122,197,205.8,0.0527,0
1123,197,210.0,0.0529,0
1124,197,214.0,0.0529,0
1125,200,214.8,0.0530,0
1126,196,215.9,0.0535,0
1127,199,219.0,0.0530,0
1128,198,219.3,0.0525,0
1129,198,220.7,0.0524,0
1130,200,220.0,0.0523,0
1131,197,220.1,0.0519,0
1132,200,220.7,0.0516,0
1133,198,219.6,0.0513,0
1134,199,220.1,0.0504,0
1135,197,221.5,0.0504,0
1136,199,223.2,0.0509,0
1137,200,221.3,0.0508,0
1138,198,220.4,0.0510,0
1139,198,222.0,0.0506,0
1140,197,224.8,0.0508,0
1141,197,228.8,0.0505,0
1142,199,230.4,0.0525,0
1143,200,228.4,0.0525,0
1144,200,225.2,0.0525,0
1145,194,228.9,0.0528,0
1146,200,233.0,0.0522,0
1147,199,230.9,0.0523,0
1148,200,228.9,0.0522,0
1149,199,226.8,0.0523,0
1150,197,228.2,0.0526,0
1151,200,228.7,0.0523,0
1152,200,225.5,0.0523,0
1153,199,223.4,0.0525,0
1154,195,227.1,0.0527,0
1155,199,231.2,0.0529,0
1156,199,230.2,0.0525,0
1157,195,234.0,0.0521,0
1158,198,239.0,0.0527,0
1159,198,240.2,0.0527,0
1160,200,239.1,0.0524,0
1161,199,236.8,0.0526,0
1162,199,235.7,0.0530,0
1163,197,237.0,0.0536,0
1164,199,238.3,0.0535,0
1165,197,239.7,0.0526,0
1166,199,241.0,0.0517,0
1167,198,241.2,0.0518,0
1168,198,242.5,0.0520,0
1169,198,243.8,0.0525,0
1170,199,243.9,0.0525,0
1171,199,242.8,0.0527,0
1172,199,241.7,0.0526,0
1173,200,239.4,0.0526,0
1174,200,235.9,0.0526,0
1175,199,233.7,0.0525,0
1176,199,232.7,0.0526,0
1177,199,231.6,0.0526,0
1178,199,230.6,0.0531,0
1179,200,228.4,0.0530,0
1180,199,226.1,0.0532,0
1181,200,224.0,0.0530,0
1182,200,220.6,0.0530,0
1183,200,217.3,0.0530,0
1184,198,216.2,0.0523,0
1185,200,215.4,0.0531,0
1186,198,214.3,0.0535,0
1187,200,213.6,0.0533,0
1188,200,210.3,0.0533,0
1189,200,207.0,0.0533,0
1190,200,203.8,0.0533,0
1191,199,201.6,0.0534,0
1192,200,199.7,0.0534,0
1193,200,196.6,0.0534,0
1194,199,194.4,0.0535,0
1195,200,192.7,0.0532,0
1196,200,189.6,0.0532,0
1197,200,186.6,0.0532,0
1198,199,184.5,0.0532,0
1199,200,182.9,0.0530,0
1200,200,179.9,0.0530,0
1201,199,177.8,0.0532,0
1202,199,177.2,0.0532,0
1203,199,176.6,0.0525,0
1204,200,175.1,0.0523,0
1205,200,172.2,0.0523,0
1206,198,171.0,0.0520,0
1207,200,171.1,0.0521,0
1208,200,168.2,0.0521,0
1209,200,165.3,0.0521,0
1210,200,162.5,0.0521,0
1211,200,159.6,0.0521,0
1212,199,157.6,0.0520,0
1213,200,156.4,0.0519,0
1214,198,155.2,0.0521,0
1215,199,156.4,0.0521,0
1216,198,156.7,0.0528,0
1217,197,159.5,0.0528,0
1218,199,162.2,0.0548,0
1219,199,161.7,0.0552,0
1220,200,160.4,0.0555,0
1221,199,158.3,0.0556,0
1222,200,157.1,0.0554,0
1223,200,154.3,0.0554,0
1224,198,153.1,0.0556,0
1225,198,155.0,0.0561,0
1226,200,155.4,0.0563,0
1227,199,153.3,0.0563,0
1228,200,152.1,0.0561,0
1229,199,150.0,0.0563,0
1230,199,149.6,0.0567,0
1231,199,149.2,0.0567,0
1232,199,148.8,0.0563,0
1233,200,147.6,0.0563,0
1234,200,144.9,0.0563,0
1235,199,142.8,0.0565,0
1236,199,142.5,0.0562,0
1237,200,141.5,0.0561,0
1238,199,139.5,0.0563,0
1239,199,139.2,0.0561,0
1240,198,139.6,0.0559,0
1241,198,141.7,0.0559,0
1242,199,143.1,0.0561,0
1243,200,142.1,0.0559,0
1244,200,139.4,0.0559,0
1245,198,138.2,0.0559,0
1246,195,142.5,0.0557,0
1247,200,148.1,0.0554,0
1248,198,146.9,0.0556,0
1249,198,148.9,0.0561,0
1250,198,150.9,0.0579,0
1251,200,151.5,0.0575,0
1252,198,150.3,0.0575,0
1253,196,153.9,0.0574,0
1254,200,157.5,0.0607,0
1255,196,157.9,0.0610,0
1256,196,164.6,0.0601,0
1257,196,171.4,0.0600,0
1258,199,175.3,0.0596,0
1259,198,175.6,0.0591,0
1260,198,177.4,0.0595,0
1261,197,180.1,0.0594,0
1262,200,181.6,0.0599,0
1263,196,182.3,0.0569,0
1264,198,187.1,0.0571,0
1265,199,187.9,0.0571,0
1266,198,188.2,0.0576,0
1267,200,188.1,0.0580,0
1268,197,188.0,0.0575,0
1269,199,190.2,0.0572,0
1270,199,189.6,0.0572,0
1271,197,190.9,0.0574,0
1272,200,192.2,0.0574,0
1273,198,191.1,0.0576,0
1274,199,191.9,0.0572,0
1275,199,191.3,0.0570,0
1276,199,190.7,0.0568,0
1277,198,191.1,0.0568,0
1278,199,191.9,0.0568,0
1279,195,195.3,0.0571,0
1280,199,200.2,0.0566,0
1281,198,200.6,0.0566,0
1282,199,201.2,0.0568,0
1283,195,204.7,0.0556,0
1284,199,209.4,0.0555,0
1285,197,210.7,0.0555,0
1286,197,214.8,0.0557,0
1287,198,217.7,0.0552,0
1288,199,218.2,0.0552,0
1289,200,216.3,0.0550,0
1290,199,214.2,0.0551,0
1291,195,217.8,0.0549,0
1292,199,222.2,0.0561,0
1293,199,221.4,0.0558,0
1294,196,224.0,0.0560,0
1295,199,227.0,0.0569,0
1296,197,228.5,0.0569,0
