tick,tax_rate,subsidy,treasury,pop_rich,pop_poor,avg_nrg_poor
1,0.025,10.0,-0.0,20,170,54.7
2,0.025,10.0,0.0,20,168,62.0
3,0.025,10.0,0.0,20,136,63.6
4,0.025,10.0,-0.0,20,131,72.2
5,0.025,10.0,91.8,20,116,78.6
6,0.025,10.0,211.7,22,103,84.9
7,0.025,10.2,658.2,24,83,90.6
8,0.026,10.4,1330.3,31,50,95.0
9,0.025,10.1,2882.4,32,30,99.0
10,0.025,10.0,4382.8,22,5,99.4
11,0.023,9.2,6096.1,17,14,99.3
12,0.017,6.6,7220.8,15,23,99.0
13,0.013,5.0,8057.0,13,29,99.0
14,0.010,3.9,8647.0,13,33,98.9
15,0.010,3.9,9213.6,12,34,98.9
16,0.007,2.7,9633.8,11,51,98.7
17,0.006,2.3,9931.0,11,51,98.4
18,0.006,2.3,10226.0,11,46,98.2
19,0.006,2.3,10534.9,11,40,98.1
20,0.006,2.3,10852.6,11,41,98.2
21,0.006,2.3,11170.5,11,40,98.0
22,0.006,2.3,11487.4,11,39,97.8
23,0.006,2.3,11803.4,11,37,98.0
24,0.006,2.3,12119.7,12,37,98.0
25,0.006,2.5,12454.6,12,38,98.0
26,0.006,2.5,12795.4,12,37,97.9
27,0.006,2.5,13146.3,13,38,97.8
28,0.009,3.4,13652.8,13,33,97.9
29,0.010,4.2,14290.8,15,26,98.5
30,0.013,5.4,15121.6,15,15,98.1
31,0.013,5.4,16005.5,15,34,98.5
32,0.013,5.4,16767.8,13,23,98.7
33,0.011,4.5,17402.9,12,33,98.8
34,0.009,3.7,17902.6,12,53,98.8
35,0.009,3.7,18337.5,11,58,98.9
36,0.006,2.3,18589.8,11,79,98.7
37,0.006,2.3,18804.8,11,81,98.4
38,0.006,2.3,19017.6,10,87,98.1
39,0.005,2.0,19191.0,10,88,97.8
40,0.005,2.0,19365.2,10,89,97.4
41,0.005,2.0,19536.2,10,95,97.0
42,0.005,2.0,19697.3,10,95,96.5
43,0.005,2.0,19853.2,10,93,96.0
44,0.005,2.0,20012.5,11,93,95.7
45,0.008,3.2,20270.1,10,89,96.0
46,0.005,2.0,20446.3,10,92,95.6
47,0.005,2.0,20610.4,11,95,95.4
48,0.009,3.5,20887.0,12,89,95.7
49,0.009,3.7,21183.1,11,76,95.8
50,0.009,3.5,21491.2,11,75,96.2
51,0.009,3.5,21801.9,12,72,96.4
52,0.012,4.8,22214.4,12,56,96.7
53,0.012,4.8,22713.8,12,67,97.7
54,0.012,4.8,23178.2,12,47,97.5
55,0.009,3.5,23560.2,12,67,97.9
56,0.009,3.5,23867.1,11,66,98.0
57,0.005,2.0,24073.5,12,95,97.8
58,0.008,3.0,24334.0,13,90,97.7
59,0.010,4.2,24681.5,11,68,98.0
60,0.008,3.1,24960.5,14,80,97.9
61,0.010,4.0,25275.9,13,59,97.9
62,0.008,3.2,25594.2,11,71,97.8
63,0.005,1.9,25769.0,11,101,97.4
64,0.005,1.9,25914.9,11,98,96.6
65,0.005,1.9,26065.7,11,96,95.7
66,0.005,1.9,26212.9,11,101,95.1
67,0.005,1.9,26349.5,10,103,94.3
68,0.005,2.0,26484.4,11,106,93.8
69,0.008,3.4,26718.1,11,104,94.1
70,0.008,3.4,26954.1,11,104,94.3
71,0.008,3.4,27193.0,11,103,94.5
72,0.008,3.4,27425.6,11,103,94.7
73,0.008,3.4,27653.7,11,102,94.8
74,0.008,3.4,27873.1,10,96,94.6
75,0.005,2.0,28023.4,10,96,93.9
76,0.005,2.0,28183.0,10,101,93.3
77,0.005,2.0,28327.5,10,104,92.5
78,0.005,2.0,28465.7,10,104,91.9
79,0.005,2.0,28600.6,10,103,90.9
80,0.005,2.0,28736.3,10,108,90.4
81,0.005,2.0,28862.1,11,105,89.1
82,0.007,2.6,29031.2,12,104,88.9
83,0.010,3.8,29283.5,11,104,89.7
84,0.006,2.6,29454.1,13,110,89.7
85,0.012,4.6,29736.8,13,108,90.8
86,0.012,4.6,30039.9,14,103,91.3
87,0.013,5.2,30381.7,13,93,91.8
88,0.012,4.9,30710.2,12,90,92.5
89,0.010,4.1,30993.5,12,93,93.0
90,0.010,4.1,31255.9,11,96,93.5
91,0.008,3.4,31471.1,11,104,93.9
92,0.008,3.4,31678.9,12,101,93.5
93,0.009,3.7,31911.3,12,103,93.7
94,0.009,3.7,32148.3,13,100,93.5
95,0.010,4.1,32406.0,13,98,93.6
96,0.010,4.1,32666.6,15,90,93.3
97,0.015,5.9,33073.9,14,78,93.8
98,0.013,5.2,33502.1,16,87,94.8
99,0.014,5.5,33919.1,15,77,95.3
100,0.013,5.3,34335.2,14,73,95.4
101,0.011,4.5,34710.7,12,87,95.9
102,0.009,3.5,34965.2,12,96,95.7
103,0.009,3.5,35183.9,10,105,95.6
104,0.005,2.0,35307.2,10,107,94.3
105,0.005,2.0,35423.9,10,108,92.9
106,0.005,2.0,35534.1,10,105,91.5
107,0.005,2.0,35657.5,10,110,90.6
108,0.005,2.0,35767.4,11,111,89.7
109,0.008,3.2,35927.3,11,116,89.9
110,0.009,3.6,36091.5,11,116,89.8
111,0.007,2.7,36219.4,12,113,88.7
112,0.007,3.0,36377.7,13,110,88.0
113,0.010,3.9,36603.3,12,110,88.3
114,0.009,3.7,36800.4,12,113,88.5
115,0.008,3.2,36971.8,12,115,88.4
116,0.008,3.2,37127.6,10,117,88.3
117,0.005,2.0,37229.4,12,112,86.5
118,0.010,4.0,37444.2,11,119,87.6
119,0.007,2.6,37564.9,10,118,86.8
120,0.005,2.0,37655.3,10,117,85.3
121,0.005,2.0,37740.3,11,116,83.9
122,0.009,3.4,37887.5,10,115,83.6
123,0.009,3.7,38034.2,10,120,84.2
124,0.009,3.7,38149.3,8,119,84.3
125,0.005,2.0,38214.8,7,115,82.3
126,0.005,2.0,38289.7,7,116,81.3
127,0.005,2.0,38365.7,8,116,80.2
128,0.005,2.0,38437.3,9,119,79.5
129,0.007,2.8,38539.3,9,122,79.5
130,0.009,3.4,38647.2,7,124,80.0
131,0.007,2.8,38740.5,7,123,79.3
132,0.006,2.4,38828.5,8,118,77.8
133,0.006,2.3,38913.3,7,122,77.6
134,0.005,2.0,38983.5,6,121,76.5
135,0.005,2.0,39054.5,8,122,75.6
136,0.006,2.3,39143.2,5,122,74.9
137,0.005,2.0,39209.7,7,120,73.4
138,0.005,2.1,39278.9,7,121,72.7
139,0.005,2.1,39337.8,7,121,71.9
140,0.005,2.1,39393.0,6,123,71.7
141,0.008,3.3,39468.5,6,125,72.2
142,0.008,3.3,39536.7,5,123,71.9
143,0.008,3.4,39623.8,4,124,72.3
144,0.009,3.7,39718.4,5,123,72.5
145,0.009,3.5,39814.9,8,121,72.3
146,0.016,6.6,40036.5,5,120,74.7
147,0.009,3.5,40148.7,4,121,74.8
148,0.009,3.7,40273.0,2,122,75.0
149,0.005,2.0,40327.3,3,123,73.9
150,0.006,2.2,40388.7,3,121,72.6
151,0.006,2.2,40447.4,4,122,71.9
152,0.013,5.1,40575.1,2,121,72.9
153,0.020,7.9,40804.7,2,116,75.4
154,0.005,2.0,40866.0,1,121,75.1
155,0.005,2.0,40919.6,3,122,73.9
156,0.004,1.8,40964.2,5,121,72.3
157,0.009,3.5,41071.7,3,122,72.5
158,0.007,2.8,41148.6,3,122,71.8
159,0.021,8.2,41378.0,2,116,73.9
160,0.025,10.1,41676.9,4,106,76.7
161,0.022,8.8,42029.5,2,105,79.9
162,0.030,11.9,42456.5,1,93,83.1
163,0.011,4.4,42685.4,1,112,85.4
164,0.011,4.4,42843.5,2,108,84.5
165,0.007,2.9,42955.9,2,114,83.7
166,0.017,6.9,43202.0,1,114,85.3
167,0.024,9.5,43475.4,1,101,87.2
168,0.046,18.4,43973.7,0,66,92.1
169,0.046,18.4,45362.9,1,42,96.2
170,0.039,15.6,46446.2,1,31,97.4
171,0.022,8.7,47304.1,3,48,98.0
172,0.028,11.4,47844.2,2,24,97.5
173,0.041,16.4,49097.5,1,45,96.6
174,0.043,17.2,50692.3,3,23,98.4
175,0.037,14.9,52120.7,1,49,96.9
176,0.014,5.4,52633.3,3,79,97.1
177,0.031,12.6,53059.0,3,15,98.8
178,0.028,11.1,53987.5,0,51,97.3
179,0.028,11.1,54897.7,0,78,97.5
180,0.028,11.1,55244.8,0,32,98.3
181,0.028,11.1,55873.5,1,43,97.4
182,0.017,6.8,56482.3,2,106,97.6
183,0.021,8.4,56728.9,0,81,98.6
184,0.021,8.4,56948.5,1,42,98.7
185,0.034,13.6,57177.5,1,5,96.9
186,0.035,14.0,58903.5,2,99,97.5
187,0.023,9.1,59288.0,1,75,98.5
188,0.014,5.6,59485.7,1,117,97.8
189,0.014,5.6,59576.2,1,124,97.2
190,0.003,1.3,59593.8,1,128,93.6
191,0.014,5.6,59649.5,3,129,93.3
192,0.008,3.2,59685.4,3,132,91.3
193,0.012,4.8,59720.1,3,133,90.5
194,0.018,7.2,59758.1,1,132,91.3
195,0.014,5.6,59789.0,2,131,91.0
196,0.025,10.2,59867.6,3,124,93.6
197,0.037,14.9,60025.8,4,70,97.9
198,0.034,13.8,60476.9,3,24,97.1
199,0.033,13.1,61681.8,0,80,97.2
200,0.033,13.1,62210.9,1,44,97.5
201,0.022,8.7,62694.7,3,85,97.4
202,0.027,10.9,62863.0,0,45,98.2
203,0.027,10.9,63337.2,2,48,96.9
204,0.014,5.7,63770.1,3,132,96.6
205,0.022,8.8,63799.8,1,125,97.8
206,0.022,8.7,63827.4,2,92,98.5
207,0.030,11.8,63846.4,5,4,99.2
208,0.035,14.1,64444.3,2,36,95.9
209,0.029,11.6,65646.6,1,124,98.4
210,0.021,8.6,65644.9,0,77,98.7
211,0.021,8.6,65618.2,0,49,98.8
212,0.021,8.6,65721.2,0,45,97.4
213,0.021,8.6,65940.0,1,61,96.7
214,0.043,17.2,65917.1,0,0,0.0
215,0.043,17.2,67571.2,1,96,97.8
216,0.046,18.3,68228.1,0,24,99.4
217,0.046,18.3,69288.7,4,69,96.1
218,0.025,9.9,69981.9,1,95,98.3
219,0.038,15.0,69957.1,0,1,95.1
220,0.038,15.0,71272.4,3,89,96.5
221,0.019,7.6,71630.1,2,105,97.1
222,0.018,7.3,71594.1,1,113,97.2
223,0.017,7.0,71512.5,0,133,97.3
224,0.017,7.0,71415.2,3,139,97.1
225,0.017,6.8,71335.6,5,140,96.6
226,0.017,6.7,71266.8,3,142,96.2
227,0.029,11.8,71165.2,3,86,98.2
228,0.033,13.3,71119.4,5,12,98.4
229,0.033,13.0,71966.8,2,76,95.8
230,0.046,18.4,72733.7,1,52,95.7
231,0.043,17.2,73133.8,1,33,97.1
232,0.010,4.1,73529.4,1,87,95.5
233,0.010,4.1,73701.1,0,147,94.2
234,0.010,4.1,73605.9,0,147,91.8
235,0.010,4.1,73529.4,1,147,89.5
236,0.037,14.8,73255.0,0,147,95.2
237,0.037,14.8,73046.9,1,57,98.6
238,0.046,18.5,72754.0,2,0,0.0
239,0.015,5.8,73548.4,3,59,98.4
240,0.021,8.3,73672.9,3,78,97.3
241,0.021,8.3,73565.5,2,71,97.2
242,0.017,6.8,73512.7,0,119,97.4
243,0.017,6.8,73407.9,4,146,97.0
244,0.016,6.5,73343.0,4,147,96.0
245,0.020,8.0,73257.4,2,147,96.1
246,0.019,7.6,73170.3,1,147,95.9
247,0.035,14.0,72936.0,2,56,98.0
248,0.011,4.3,73140.6,2,147,95.8
249,0.018,7.3,73050.0,1,147,95.3
250,0.037,14.9,72781.9,2,59,98.5
251,0.037,15.0,72602.3,1,5,99.0
252,0.037,14.9,73935.7,2,105,95.9
253,0.033,13.2,74304.1,1,101,98.3
254,0.035,13.9,74243.3,2,12,97.2
255,0.025,10.1,75033.7,0,93,95.4
256,0.025,10.1,75224.9,0,124,96.3
257,0.025,10.1,75172.7,0,126,97.2
258,0.025,10.1,75059.8,0,99,97.6
259,0.025,10.1,74878.4,2,77,97.9
260,0.036,14.3,74585.3,4,11,98.9
261,0.022,8.8,75493.4,6,127,96.4
262,0.015,5.8,75489.3,2,147,94.9
263,0.009,3.7,75440.8,2,147,91.5
264,0.009,3.7,75398.9,0,147,88.4
265,0.009,3.7,75341.2,2,147,85.4
266,0.020,7.8,75211.8,1,147,85.7
267,0.028,11.3,75015.2,0,147,88.5
268,0.028,11.3,74793.7,0,147,91.0
269,0.028,11.3,74547.4,1,147,93.3
270,0.021,8.6,74409.6,2,147,93.5
271,0.021,8.6,74251.0,2,147,93.7
272,0.029,11.6,73990.5,4,146,95.9
273,0.025,10.1,73864.9,5,130,96.6
274,0.035,13.8,73759.2,1,63,98.5
275,0.019,7.7,74013.7,0,131,97.1
276,0.019,7.7,73908.5,1,146,96.5
277,0.026,10.4,73735.2,0,130,97.3
278,0.026,10.4,73535.7,0,118,98.0
279,0.026,10.4,73345.7,0,91,98.5
280,0.026,10.4,73190.6,1,53,98.5
281,0.019,7.7,73221.7,6,128,97.6
282,0.017,6.6,73171.0,4,147,96.2
283,0.024,9.6,73104.6,2,147,96.6
284,0.017,6.7,73068.0,2,147,94.9
285,0.027,10.8,72951.7,1,147,96.3
286,0.019,7.7,72844.7,0,147,95.2
287,0.019,7.7,72714.7,0,147,94.3
288,0.019,7.7,72571.8,0,147,93.4
289,0.019,7.7,72383.2,0,147,92.5
290,0.019,7.7,72261.5,2,147,91.7
291,0.036,14.2,72033.5,1,147,95.7
292,0.034,13.5,71865.0,2,100,97.6
293,0.019,7.5,71832.5,2,124,96.5
294,0.019,7.5,71729.3,1,147,95.7
295,0.024,9.5,71552.7,2,147,95.9
296,0.019,7.5,71413.7,2,147,94.6
297,0.019,7.5,71274.8,1,147,93.4
298,0.014,5.6,71199.6,4,147,90.8
299,0.015,6.1,71124.0,2,147,88.8
300,0.010,3.9,71068.3,2,147,85.3
301,0.024,9.6,70912.4,1,147,86.3
302,0.029,11.4,70761.7,0,147,88.5
303,0.029,11.4,70568.1,1,147,90.5
304,0.046,18.4,70251.2,0,119,96.5
305,0.046,18.4,70029.8,0,16,97.6
306,0.046,18.4,70536.1,0,46,94.6
307,0.046,18.4,71888.7,1,95,96.1
308,0.034,13.6,71945.7,1,83,97.9
309,0.017,7.0,72188.5,0,147,95.7
310,0.017,7.0,72070.6,0,147,93.7
311,0.017,7.0,71940.2,4,147,91.9
312,0.019,7.6,71794.7,0,147,90.7
313,0.019,7.6,71634.2,2,147,89.5
314,0.024,9.8,71489.2,1,147,90.0
315,0.031,12.3,71340.1,2,147,92.3
316,0.029,11.5,71173.7,2,147,93.7
317,0.035,14.0,70975.7,1,146,96.8
318,0.010,4.1,70915.3,0,147,92.6
319,0.010,4.1,70851.6,3,147,88.6
320,0.016,6.5,70765.4,2,147,86.7
321,0.034,13.5,70511.4,2,147,90.0
322,0.035,14.1,70307.2,2,147,93.4
323,0.028,11.1,70153.8,2,147,94.4
324,0.006,2.6,70115.6,1,147,89.1
325,0.010,3.9,70042.0,2,147,85.1
326,0.044,17.7,69691.0,0,147,91.6
327,0.044,17.7,69447.0,3,119,96.7
328,0.032,12.6,69319.9,0,84,97.2
329,0.032,12.6,69134.2,2,60,97.6
330,0.040,15.8,68939.6,1,16,98.3
331,0.022,9.0,69817.6,1,140,95.5
332,0.003,1.3,69800.9,1,147,89.3
333,0.037,14.9,69600.5,1,147,93.2
334,0.035,14.0,69372.9,1,147,95.9
335,0.035,14.0,69149.5,3,108,97.7
336,0.020,7.9,69003.1,0,147,96.4
337,0.020,7.9,68871.5,1,147,94.5
338,0.035,14.0,68666.3,2,145,97.0
339,0.043,17.0,68449.8,3,30,99.0
340,0.027,10.7,68699.3,1,80,96.4
341,0.015,5.8,68779.3,3,147,93.9
342,0.022,8.8,68685.7,2,147,92.8
343,0.023,9.0,68571.7,1,147,91.9
344,0.026,10.4,68422.7,1,147,92.0
345,0.045,18.1,68081.1,1,138,97.5
346,0.021,8.6,67937.8,1,147,95.9
347,0.024,9.5,67774.2,0,147,95.0
348,0.024,9.5,67644.1,2,147,94.1
349,0.008,3.1,67596.6,4,147,88.8
350,0.015,5.9,67524.5,3,147,85.9
351,0.016,6.4,67445.5,2,147,83.5
352,0.010,3.8,67371.2,1,147,79.4
353,0.004,1.8,67333.6,1,147,74.1
354,0.004,1.8,67284.7,1,147,69.2
355,0.004,1.8,67239.7,1,147,64.7
356,0.003,1.3,67211.6,0,147,60.1
357,0.003,1.3,67177.8,1,147,55.8
358,0.014,5.7,67019.8,0,147,55.4
359,0.014,5.7,66846.0,0,147,55.0
360,0.014,5.7,66659.5,1,147,54.6
361,0.006,2.5,66579.2,0,147,51.6
362,0.006,2.5,66493.7,0,147,48.9
363,0.006,2.5,66410.2,4,147,46.3
364,0.021,8.5,66175.3,2,147,48.9
365,0.030,12.0,65834.9,1,147,54.1
366,0.046,18.5,65244.3,2,147,64.0
367,0.017,6.7,65070.6,1,147,63.5
368,0.029,11.4,64741.2,0,147,66.7
369,0.029,11.4,64422.9,6,147,69.6
370,0.026,10.2,64238.6,3,147,71.3
371,0.025,10.0,64049.7,3,147,72.6
372,0.008,3.1,63976.4,1,147,68.5
373,0.021,8.6,63770.2,1,147,69.0
374,0.007,2.6,63711.8,0,147,64.8
375,0.007,2.6,63640.5,0,147,61.0
376,0.007,2.6,63573.8,0,147,57.5
377,0.007,2.6,63486.5,1,147,54.2
378,0.028,11.3,63132.2,1,147,58.1
379,0.024,9.5,62857.1,1,147,60.2
380,0.022,8.7,62651.2,1,147,61.5
381,0.042,16.8,62177.3,0,147,68.9
382,0.042,16.8,61720.5,1,147,75.5
383,0.014,5.4,61601.3,0,147,72.8
384,0.014,5.4,61471.7,0,147,70.3
385,0.014,5.4,61306.3,1,147,68.0
386,0.028,11.3,60988.3,3,147,70.4
387,0.018,7.1,60815.8,4,147,69.3
388,0.029,11.8,60621.1,3,147,71.9
389,0.014,5.4,60501.3,0,147,69.4
390,0.014,5.4,60360.0,2,147,67.1
391,0.022,8.9,60115.2,1,147,67.7
392,0.014,5.6,59971.3,1,147,65.6
393,0.046,18.4,59518.3,3,147,73.6
394,0.036,14.5,59252.4,4,147,77.8
395,0.033,13.3,59038.6,1,147,80.5
396,0.014,5.4,58920.7,2,147,77.1
397,0.027,10.8,58681.3,0,147,78.0
398,0.027,10.8,58415.3,2,147,78.8
399,0.032,13.0,58238.1,2,147,81.1
400,0.014,5.7,58142.7,0,147,77.8
401,0.014,5.7,58013.7,0,147,74.8
402,0.014,5.7,57872.8,2,147,72.0
403,0.035,14.1,57497.6,2,147,75.9
404,0.034,13.5,57136.0,6,147,78.8
405,0.033,13.1,56990.3,4,147,81.1
406,0.025,10.0,56832.1,5,147,80.8
407,0.031,12.3,56651.5,0,147,82.2
408,0.031,12.3,56413.4,3,147,83.4
409,0.019,7.8,56280.2,1,147,81.3
410,0.034,13.5,55966.8,2,147,83.5
411,0.016,6.3,55849.6,1,147,80.2
412,0.007,2.6,55797.7,3,147,74.5
413,0.017,6.7,55697.2,1,147,72.4
414,0.017,6.8,55539.6,0,147,70.5
415,0.017,6.8,55386.2,2,147,68.7
416,0.014,5.5,55246.8,0,147,66.2
417,0.014,5.5,55103.7,1,147,63.8
418,0.038,15.0,54747.7,2,147,69.1
419,0.024,9.7,54481.5,2,147,69.6
420,0.023,9.1,54296.8,2,147,69.7
421,0.013,5.1,54186.1,0,147,66.7
422,0.013,5.1,54036.7,1,147,63.9
423,0.011,4.4,53926.5,3,147,60.9
424,0.022,8.8,53679.9,1,147,61.5
425,0.022,8.7,53415.3,5,147,62.0
426,0.020,8.0,53256.3,1,147,61.9
427,0.019,7.7,53079.5,0,147,61.5
428,0.019,7.7,52893.7,0,147,61.2
429,0.019,7.7,52694.8,1,147,60.9
430,0.017,6.8,52497.1,0,147,59.9
431,0.017,6.8,52294.7,0,147,59.0
432,0.017,6.8,52097.6,1,147,58.1
433,0.011,4.4,51974.7,1,147,55.5
434,0.007,2.6,51907.3,1,147,51.8
435,0.017,7.0,51695.3,1,147,51.8
436,0.015,5.8,51514.3,3,147,50.9
437,0.027,10.8,51209.1,1,147,54.0
438,0.043,17.2,50681.8,1,147,61.8
439,0.010,3.9,50575.6,2,147,58.4
440,0.022,8.6,50370.0,0,147,59.0
441,0.022,8.6,50110.2,2,147,59.5
442,0.010,4.1,49995.8,2,147,56.4
443,0.026,10.3,49707.7,4,147,58.5
444,0.014,5.7,49548.7,1,147,56.8
445,0.014,5.7,49392.5,2,147,55.2
446,0.010,3.9,49287.6,1,147,52.3
447,0.019,7.7,49068.6,0,147,52.7
448,0.019,7.7,48815.7,2,147,53.1
449,0.010,4.1,48684.8,2,147,50.6
450,0.028,11.2,48366.4,3,147,53.9
451,0.025,10.0,48120.0,2,147,55.9
452,0.018,7.0,47935.6,1,147,55.3
453,0.014,5.7,47776.0,0,147,53.8
454,0.014,5.7,47599.4,0,147,52.4
455,0.014,5.7,47388.1,0,147,51.2
456,0.014,5.7,47224.6,1,147,50.1
457,0.006,2.5,47147.8,1,147,46.4
458,0.019,7.7,46905.9,1,147,47.4
459,0.016,6.4,46697.1,3,147,47.1
460,0.036,14.3,46262.3,2,147,53.3
461,0.026,10.4,45940.7,1,147,55.5
462,0.046,18.3,45393.7,2,147,63.7
463,0.035,14.1,45004.1,2,147,67.5
464,0.040,15.9,44569.5,2,147,72.2
465,0.034,13.6,44325.1,0,147,74.6
466,0.034,13.6,44110.4,0,147,76.7
467,0.034,13.6,43839.3,1,147,78.5
468,0.049,19.5,43404.1,2,147,84.4
469,0.035,14.1,43149.8,1,147,85.6
470,0.042,16.8,42887.2,4,147,88.5
471,0.027,10.8,42771.7,1,147,86.7
472,0.035,13.9,42527.9,2,147,87.4
473,0.020,8.2,42360.8,1,147,83.9
474,0.035,13.9,42082.3,1,147,84.9
475,0.034,13.6,41821.0,3,147,85.5
476,0.021,8.5,41662.2,3,147,82.4
477,0.033,13.4,41460.4,2,147,83.2
478,0.037,14.9,41203.6,3,147,84.9
479,0.018,7.3,41128.0,0,147,81.0
480,0.018,7.3,40954.9,1,147,77.4
481,0.038,15.0,40625.5,0,147,79.9
482,0.038,15.0,40320.8,2,147,82.1
483,0.032,12.7,40061.7,5,147,82.3
484,0.025,10.2,39923.9,2,147,80.6
485,0.018,7.0,39771.5,2,147,76.9
486,0.024,9.5,39549.9,1,147,75.3
487,0.042,16.8,39174.8,2,147,79.3
488,0.028,11.1,38944.0,2,147,78.5
489,0.043,17.2,38622.6,2,147,82.3
490,0.023,9.4,38420.9,1,147,80.0
491,0.026,10.4,38234.7,5,147,78.6
492,0.036,14.2,37974.3,1,147,80.2
493,0.016,6.4,37839.1,6,147,75.9
494,0.024,9.5,37676.4,1,147,74.3
495,0.016,6.4,37574.5,1,147,70.7
496,0.019,7.7,37410.0,0,147,68.3
497,0.019,7.7,37197.0,1,147,66.3
498,0.038,15.0,36758.1,2,147,70.0
499,0.040,16.1,36467.1,2,147,73.9
500,0.020,7.9,36324.2,1,147,71.4
501,0.045,18.1,35903.6,0,147,76.6
502,0.045,18.1,35431.9,1,147,81.1
503,0.023,9.1,35245.5,3,147,78.5
504,0.026,10.5,35043.9,1,147,77.2
505,0.007,2.6,34985.2,5,147,70.3
506,0.023,9.4,34832.0,0,147,69.1
507,0.023,9.4,34568.5,1,147,68.0
508,0.010,4.1,34478.8,3,147,63.2
509,0.021,8.3,34320.1,2,147,62.0
510,0.025,10.0,34044.7,0,147,62.3
511,0.025,10.0,33742.3,0,147,62.5
512,0.025,10.0,33447.3,3,147,62.7
513,0.026,10.3,33257.4,2,147,63.1
514,0.023,9.2,33007.0,3,147,62.6
515,0.012,4.9,32882.1,1,147,58.8
516,0.024,9.5,32621.5,2,147,59.0
517,0.013,5.1,32475.6,0,147,55.8
518,0.013,5.1,32331.5,2,147,52.9
519,0.016,6.5,32125.8,3,147,51.5
520,0.019,7.6,31924.9,1,147,51.1
521,0.017,7.0,31720.1,0,147,50.2
522,0.017,7.0,31495.9,0,147,49.4
523,0.017,7.0,31288.2,0,147,48.7
524,0.017,7.0,31048.0,0,147,48.1
525,0.017,7.0,30833.8,2,147,47.5
526,0.025,10.1,30487.9,1,147,49.4
527,0.029,11.7,30077.8,1,147,52.4
528,0.029,11.7,29812.5,2,147,55.0
529,0.032,13.0,29488.9,0,147,58.2
530,0.032,13.0,29063.4,0,147,60.9
531,0.032,13.0,28608.2,0,147,63.3
532,0.032,13.0,28292.5,0,147,65.3
533,0.032,13.0,27990.1,0,147,67.1
534,0.032,13.0,27637.0,0,147,68.6
535,0.032,13.0,27261.0,0,147,69.8
536,0.032,13.0,26864.8,6,147,70.9
537,0.034,13.5,26662.1,0,147,72.2
538,0.034,13.5,26354.4,0,147,73.4
539,0.034,13.5,25993.3,2,147,74.3
540,0.026,10.4,25777.4,0,147,72.9
541,0.026,10.4,25558.4,0,147,71.6
542,0.026,10.4,25290.9,1,147,70.4
543,0.047,18.6,24798.1,2,147,75.5
544,0.035,13.8,24491.1,3,147,76.2
545,0.015,6.1,24389.9,3,147,71.3
546,0.021,8.4,24246.5,1,147,68.6
547,0.037,14.9,23919.7,0,147,71.1
548,0.037,14.9,23438.4,0,147,73.3
549,0.037,14.9,23027.6,2,147,75.1
550,0.015,6.0,22909.5,1,147,70.1
551,0.015,5.8,22791.2,4,147,65.7
552,0.040,16.0,22457.0,0,147,69.4
553,0.040,16.0,21953.0,1,147,72.5
554,0.035,14.0,21599.2,4,147,73.6
555,0.025,10.2,21467.2,0,147,71.8
556,0.025,10.2,21278.0,0,147,70.3
557,0.025,10.2,20975.2,0,147,68.9
558,0.025,10.2,20717.9,0,147,67.7
559,0.025,10.2,20446.2,1,147,66.7
560,0.035,13.9,20079.7,0,147,68.5
561,0.035,13.9,19763.9,1,147,70.0
562,0.014,5.6,19632.0,2,147,65.2
563,0.015,5.8,19476.5,2,147,61.2
564,0.005,1.9,19426.9,2,147,54.7
565,0.020,8.1,19195.4,0,147,53.7
566,0.020,8.1,18971.0,1,147,52.8
567,0.006,2.5,18893.0,1,147,47.7
568,0.043,17.2,18309.2,1,147,54.7
569,0.031,12.3,17975.1,2,147,56.9
570,0.025,9.8,17731.3,2,147,56.9
571,0.047,18.6,17152.7,1,147,63.5
572,0.014,5.6,16983.8,2,147,59.4
573,0.014,5.4,16830.6,4,147,55.7
574,0.043,17.4,16423.2,1,147,61.5
575,0.014,5.6,16303.0,0,147,57.6
576,0.014,5.6,16137.3,1,147,54.2
577,0.010,4.1,15996.3,2,147,50.1
578,0.040,16.1,15406.1,5,147,55.7
579,0.025,10.0,15134.0,3,147,55.9
580,0.036,14.4,14812.4,1,147,59.4
581,0.035,14.0,14432.8,0,147,62.0
582,0.035,14.0,14036.0,1,147,64.2
583,0.049,19.5,13575.0,1,147,70.2
584,0.037,14.9,13345.0,1,147,71.9
585,0.037,14.8,13003.9,0,147,73.2
586,0.037,14.8,12586.6,0,147,74.3
587,0.037,14.8,12200.4,3,147,75.2
588,0.016,6.2,12087.6,3,147,69.8
589,0.039,15.7,11797.6,0,147,72.0
590,0.039,15.7,11444.0,0,147,73.9
591,0.039,15.7,11109.1,1,147,75.4
592,0.035,14.0,10785.0,3,147,75.5
593,0.020,7.9,10608.0,0,147,71.2
594,0.020,7.9,10496.9,1,147,67.5
595,0.034,13.5,10197.9,0,147,68.4
596,0.034,13.5,9785.7,1,147,69.1
597,0.010,4.0,9686.1,5,147,62.7
598,0.019,7.5,9527.9,4,147,59.8
599,0.029,11.8,9287.3,1,147,60.4
