tick,pop,avg_dist,at_food,intent_move_to_food,knowledge_spread
1924,49,84.9,0,0,0
1925,49,84.9,0,0,0
1926,49,84.9,0,0,0
1927,49,84.9,0,0,0
1928,49,84.9,0,0,0
1929,49,84.9,0,0,0
1930,49,84.9,0,0,0
1931,49,84.9,0,0,0
1932,49,84.9,0,0,0
1933,49,84.9,0,0,0
1934,49,84.9,0,0,0
1935,49,84.9,0,0,0
1936,49,84.9,0,0,0
1937,49,84.9,0,0,0
1938,49,84.9,0,0,0
1939,49,84.9,0,0,0
1940,49,84.9,0,0,0
1941,49,84.9,0,0,0
1942,49,84.9,0,0,0
1943,49,84.9,0,0,0
1944,49,84.9,0,0,0
1945,49,84.9,0,0,0
1946,49,84.9,0,0,0
1947,49,84.9,0,0,0
1948,49,84.9,0,0,0
1949,49,84.9,0,0,0
1950,49,84.9,0,0,0
1951,49,84.9,0,0,0
1952,49,84.9,0,0,0
1953,49,84.9,0,0,0
1954,49,84.9,0,0,0
1955,49,84.9,0,0,0
1956,49,84.9,0,0,0
1957,49,84.9,0,0,0
1958,49,84.9,0,0,0
1959,49,84.9,0,0,0
1960,49,84.9,0,0,0
1961,49,84.9,0,0,0
1962,49,84.9,0,0,0
1963,49,84.9,0,0,0
1964,49,84.9,0,0,0
1965,49,84.9,0,0,0
1966,49,84.9,0,0,0
1967,49,84.9,0,0,0
1968,49,84.9,0,0,0
1969,49,84.9,0,0,0
1970,49,84.9,0,0,0
1971,49,84.9,0,0,0
1972,49,84.9,0,0,0
1973,49,84.9,0,0,0
1974,49,84.9,0,0,0
1975,49,84.9,0,0,0
1976,49,84.9,0,0,0
1977,49,84.9,0,0,0
1978,49,84.9,0,0,0
1979,49,84.9,0,0,0
1980,49,84.9,0,0,0
1981,49,84.9,0,0,0
1982,49,84.9,0,0,0
1983,49,84.9,0,0,0
1984,49,84.9,0,0,0
1985,49,84.9,0,0,0
1986,49,84.9,0,0,0
1987,49,84.9,0,0,0
1988,49,84.9,0,0,0
1989,49,84.9,0,0,0
1990,49,84.9,0,0,0
1991,49,84.9,0,0,0
1992,49,84.9,0,0,0
1993,49,84.9,0,0,0
1994,49,84.9,0,0,0
1995,49,84.9,0,0,0
1996,49,84.9,0,0,0
1997,49,84.9,0,0,0
1998,49,84.9,0,0,0
1999,49,84.9,0,0,0
2000,49,84.9,0,0,0
