tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_pred_age
1352,197,48,0.6191,0.5811,1346.7
1353,199,48,0.6192,0.5811,1347.7
1354,195,48,0.6197,0.5811,1348.7
1355,200,48,0.6190,0.5811,1349.7
1356,199,48,0.6189,0.5811,1350.7
1357,199,48,0.6190,0.5811,1351.7
1358,197,48,0.6199,0.5811,1352.7
1359,198,48,0.6190,0.5811,1353.7
1360,199,48,0.6195,0.5811,1354.7
1361,199,48,0.6195,0.5811,1355.7
1362,199,48,0.6190,0.5811,1356.7
1363,198,48,0.6188,0.5811,1357.7
1364,199,48,0.6182,0.5811,1358.7
1365,198,48,0.6200,0.5811,1359.7
1366,198,48,0.6210,0.5811,1360.7
1367,197,48,0.6192,0.5811,1361.7
1368,196,48,0.6196,0.5811,1362.7
1369,198,48,0.6202,0.5811,1363.7
1370,198,48,0.6197,0.5811,1364.7
1371,200,48,0.6203,0.5811,1365.7
1372,195,48,0.6206,0.5811,1366.7
1373,197,48,0.6192,0.5811,1367.7
1374,198,48,0.6199,0.5811,1368.7
1375,195,48,0.6183,0.5811,1369.7
1376,198,48,0.6174,0.5811,1370.7
1377,196,48,0.6178,0.5811,1371.7
1378,197,48,0.6169,0.5811,1372.7
1379,197,48,0.6170,0.5811,1373.7
1380,194,48,0.6173,0.5811,1374.7
1381,199,48,0.6170,0.5811,1375.7
1382,200,48,0.6171,0.5811,1376.7
1383,199,48,0.6169,0.5811,1377.7
1384,200,48,0.6170,0.5811,1378.7
1385,195,48,0.6173,0.5811,1379.7
1386,198,48,0.6164,0.5811,1380.7
1387,198,48,0.6158,0.5811,1381.7
1388,193,48,0.6163,0.5811,1382.7
1389,197,48,0.6178,0.5811,1383.7
1390,196,48,0.6178,0.5811,1384.7
1391,197,48,0.6171,0.5811,1385.7
1392,199,48,0.6170,0.5811,1386.7
1393,195,48,0.6158,0.5811,1387.7
1394,199,48,0.6146,0.5811,1388.7
1395,198,48,0.6145,0.5811,1389.7
1396,200,48,0.6147,0.5811,1390.7
1397,200,48,0.6147,0.5811,1391.7
1398,199,48,0.6152,0.5811,1392.7
1399,198,48,0.6160,0.5811,1393.7
1400,199,48,0.6154,0.5811,1394.7
1401,200,48,0.6156,0.5811,1395.7
1402,197,48,0.6148,0.5811,1396.7
1403,199,48,0.6143,0.5811,1397.7
1404,197,48,0.6143,0.5811,1398.7
1405,196,48,0.6149,0.5811,1399.7
1406,198,48,0.6157,0.5811,1400.7
1407,197,48,0.6167,0.5811,1401.7
1408,198,48,0.6178,0.5811,1402.7
1409,198,48,0.6174,0.5811,1403.7
1410,195,48,0.6169,0.5811,1404.7
1411,200,48,0.6175,0.5811,1405.7
1412,199,48,0.6175,0.5811,1406.7
1413,198,48,0.6181,0.5811,1407.7
1414,196,48,0.6194,0.5811,1408.7
1415,197,48,0.6185,0.5811,1409.7
1416,196,48,0.6179,0.5811,1410.7
1417,196,48,0.6190,0.5811,1411.7
1418,199,48,0.6175,0.5811,1412.7
1419,200,48,0.6173,0.5811,1413.7
1420,198,48,0.6170,0.5811,1414.7
1421,200,48,0.6167,0.5811,1415.7
1422,200,48,0.6167,0.5811,1416.7
1423,198,48,0.6174,0.5811,1417.7
1424,198,48,0.6179,0.5811,1418.7
1425,199,48,0.6180,0.5811,1419.7
1426,199,48,0.6185,0.5811,1420.7
1427,199,48,0.6188,0.5811,1421.7
1428,196,48,0.6181,0.5811,1422.7
1429,198,48,0.6187,0.5811,1423.7
1430,197,48,0.6189,0.5811,1424.7
1431,199,48,0.6186,0.5811,1425.7
1432,197,48,0.6184,0.5811,1426.7
1433,197,48,0.6190,0.5811,1427.7
1434,197,48,0.6205,0.5811,1428.7
1435,200,48,0.6204,0.5811,1429.7
1436,197,48,0.6200,0.5811,1430.7
1437,196,48,0.6211,0.5811,1431.7
1438,200,48,0.6209,0.5811,1432.7
1439,197,48,0.6209,0.5811,1433.7
1440,199,48,0.6218,0.5811,1434.7
1441,198,48,0.6219,0.5811,1435.7
1442,197,48,0.6217,0.5811,1436.7
1443,199,48,0.6215,0.5811,1437.7
1444,197,48,0.6219,0.5811,1438.7
1445,197,48,0.6215,0.5811,1439.7
1446,199,48,0.6226,0.5811,1440.7
1447,196,48,0.6204,0.5811,1441.7
1448,198,48,0.6200,0.5811,1442.7
1449,195,48,0.6201,0.5811,1443.7
1450,199,48,0.6191,0.5811,1444.7
1451,197,48,0.6204,0.5811,1445.7
1452,199,48,0.6202,0.5811,1446.7
1453,196,48,0.6194,0.5811,1447.7
1454,198,48,0.6190,0.5811,1448.7
1455,199,48,0.6188,0.5811,1449.7
1456,197,48,0.6176,0.5811,1450.7
1457,198,48,0.6176,0.5811,1451.7
1458,199,48,0.6188,0.5811,1452.7
1459,198,48,0.6197,0.5811,1453.7
1460,197,48,0.6195,0.5811,1454.7
1461,200,48,0.6202,0.5811,1455.7
1462,197,48,0.6201,0.5811,1456.7
1463,200,48,0.6199,0.5811,1457.7
1464,197,48,0.6203,0.5811,1458.7
1465,199,48,0.6213,0.5811,1459.7
1466,199,48,0.6213,0.5811,1460.7
1467,197,48,0.6210,0.5811,1461.7
1468,197,48,0.6202,0.5811,1462.7
1469,199,48,0.6203,0.5811,1463.7
1470,198,48,0.6201,0.5811,1464.7
1471,198,48,0.6212,0.5811,1465.7
1472,198,48,0.6218,0.5811,1466.7
1473,198,48,0.6225,0.5811,1467.7
1474,198,48,0.6223,0.5811,1468.7
1475,198,48,0.6232,0.5811,1469.7
1476,199,48,0.6231,0.5811,1470.7
1477,198,48,0.6227,0.5811,1471.7
1478,200,48,0.6229,0.5811,1472.7
1479,198,48,0.6227,0.5811,1473.7
1480,199,48,0.6230,0.5811,1474.7
1481,200,48,0.6230,0.5811,1475.7
1482,199,48,0.6230,0.5811,1476.7
1483,199,48,0.6237,0.5811,1477.7
1484,196,48,0.6242,0.5811,1478.7
1485,196,48,0.6257,0.5811,1479.7
1486,197,48,0.6252,0.5811,1480.7
1487,197,48,0.6245,0.5811,1481.7
1488,198,48,0.6252,0.5811,1482.7
1489,197,48,0.6253,0.5811,1483.7
1490,196,48,0.6235,0.5811,1484.7
1491,199,48,0.6228,0.5811,1485.7
1492,192,48,0.6220,0.5811,1486.7
1493,199,48,0.6195,0.5811,1487.7
1494,195,48,0.6187,0.5811,1488.7
1495,200,48,0.6191,0.5811,1489.7
1496,199,48,0.6194,0.5811,1490.7
1497,196,48,0.6202,0.5811,1491.7
1498,197,48,0.6193,0.5811,1492.7
1499,198,48,0.6193,0.5811,1493.7
1500,198,48,0.6187,0.5811,1494.7
1501,199,48,0.6190,0.5811,1495.7
1502,198,48,0.6190,0.5811,1496.7
1503,194,48,0.6170,0.5811,1497.7
1504,196,48,0.6160,0.5811,1498.7
1505,200,48,0.6159,0.5811,1499.7
1506,197,48,0.6159,0.5811,1500.7
1507,197,48,0.6161,0.5811,1501.7
1508,195,48,0.6146,0.5811,1502.7
1509,198,48,0.6160,0.5811,1503.7
1510,196,48,0.6148,0.5811,1504.7
1511,199,48,0.6155,0.5811,1505.7
1512,200,48,0.6157,0.5811,1506.7
1513,197,48,0.6156,0.5811,1507.7
1514,199,48,0.6160,0.5811,1508.7
1515,198,48,0.6166,0.5811,1509.7
1516,198,48,0.6174,0.5811,1510.7
1517,196,48,0.6169,0.5811,1511.7
1518,200,48,0.6156,0.5811,1512.7
1519,199,48,0.6156,0.5811,1513.7
1520,198,48,0.6142,0.5811,1514.7
1521,200,48,0.6141,0.5811,1515.7
1522,199,48,0.6142,0.5811,1516.7
1523,199,48,0.6133,0.5811,1517.7
1524,197,48,0.6131,0.5811,1518.7
1525,196,48,0.6124,0.5811,1519.7
1526,199,48,0.6128,0.5811,1520.7
1527,199,48,0.6126,0.5811,1521.7
1528,195,48,0.6121,0.5811,1522.7
1529,198,48,0.6108,0.5811,1523.7
1530,199,48,0.6101,0.5811,1524.7
1531,200,48,0.6100,0.5811,1525.7
1532,197,48,0.6097,0.5811,1526.7
1533,198,48,0.6093,0.5811,1527.7
1534,198,48,0.6099,0.5811,1528.7
1535,198,48,0.6091,0.5811,1529.7
1536,199,48,0.6093,0.5811,1530.7
1537,197,48,0.6099,0.5811,1531.7
1538,197,48,0.6086,0.5811,1532.7
1539,200,48,0.6080,0.5811,1533.7
1540,199,48,0.6084,0.5811,1534.7
1541,199,47,0.6086,0.5719,1535.8
1542,200,47,0.6090,0.5719,1536.8
1543,200,47,0.6090,0.5719,1537.8
1544,197,47,0.6078,0.5719,1538.8
1545,199,47,0.6085,0.5719,1539.8
1546,199,47,0.6075,0.5719,1540.8
1547,200,47,0.6078,0.5719,1541.8
1548,197,47,0.6072,0.5719,1542.8
1549,199,47,0.6069,0.5719,1543.8
1550,194,47,0.6078,0.5719,1544.8
1551,198,47,0.6074,0.5719,1545.8
1552,197,47,0.6067,0.5719,1546.8
1553,197,47,0.6067,0.5719,1547.8
1554,199,47,0.6083,0.5719,1548.8
1555,199,47,0.6086,0.5719,1549.8
1556,197,47,0.6095,0.5719,1550.8
1557,198,47,0.6093,0.5719,1551.8
1558,200,47,0.6105,0.5719,1552.8
1559,198,47,0.6113,0.5719,1553.8
1560,199,47,0.6107,0.5719,1554.8
1561,197,47,0.6108,0.5719,1555.8
1562,197,47,0.6108,0.5719,1556.8
1563,198,47,0.6109,0.5719,1557.8
1564,198,47,0.6097,0.5719,1558.8
1565,197,47,0.6098,0.5719,1559.8
1566,198,47,0.6085,0.5719,1560.8
1567,198,47,0.6088,0.5719,1561.8
1568,196,47,0.6085,0.5719,1562.8
1569,194,47,0.6100,0.5719,1563.8
1570,198,47,0.6099,0.5719,1564.8
1571,196,47,0.6088,0.5719,1565.8
1572,199,47,0.6100,0.5719,1566.8
1573,197,47,0.6102,0.5719,1567.8
1574,198,47,0.6098,0.5719,1568.8
1575,197,47,0.6108,0.5719,1569.8
1576,194,47,0.6106,0.5719,1570.8
1577,197,47,0.6115,0.5719,1571.8
1578,199,47,0.6115,0.5719,1572.8
1579,199,47,0.6122,0.5719,1573.8
1580,197,47,0.6108,0.5719,1574.8
1581,197,47,0.6117,0.5719,1575.8
1582,195,47,0.6113,0.5719,1576.8
1583,197,47,0.6105,0.5719,1577.8
1584,199,47,0.6104,0.5719,1578.8
1585,198,47,0.6101,0.5719,1579.8
1586,199,47,0.6100,0.5719,1580.8
1587,199,47,0.6102,0.5719,1581.8
1588,198,47,0.6110,0.5719,1582.8
1589,198,47,0.6117,0.5719,1583.8
1590,197,47,0.6117,0.5719,1584.8
1591,198,47,0.6126,0.5719,1585.8
1592,197,47,0.6131,0.5719,1586.8
1593,197,47,0.6124,0.5719,1587.8
1594,197,47,0.6125,0.5719,1588.8
1595,196,47,0.6129,0.5719,1589.8
1596,198,47,0.6126,0.5719,1590.8
1597,199,47,0.6132,0.5719,1591.8
1598,200,47,0.6131,0.5719,1592.8
1599,199,47,0.6132,0.5719,1593.8
1600,199,47,0.6134,0.5719,1594.8
1601,195,47,0.6139,0.5719,1595.8
1602,199,47,0.6163,0.5719,1596.8
1603,197,47,0.6168,0.5719,1597.8
1604,200,47,0.6169,0.5719,1598.8
1605,200,47,0.6169,0.5719,1599.8
1606,196,47,0.6180,0.5719,1600.8
1607,198,47,0.6176,0.5719,1601.8
1608,198,47,0.6176,0.5719,1602.8
1609,196,47,0.6206,0.5719,1603.8
1610,199,47,0.6207,0.5719,1604.8
1611,197,47,0.6215,0.5719,1605.8
1612,198,47,0.6215,0.5719,1606.8
1613,197,47,0.6221,0.5719,1607.8
1614,200,47,0.6225,0.5719,1608.8
1615,200,47,0.6225,0.5719,1609.8
1616,197,47,0.6229,0.5719,1610.8
1617,200,47,0.6225,0.5719,1611.8
1618,198,47,0.6225,0.5719,1612.8
1619,197,47,0.6233,0.5719,1613.8
1620,198,47,0.6238,0.5719,1614.8
1621,198,47,0.6225,0.5719,1615.8
1622,198,47,0.6221,0.5719,1616.8
1623,199,47,0.6220,0.5719,1617.8
1624,197,47,0.6210,0.5719,1618.8
1625,198,47,0.6214,0.5719,1619.8
1626,199,47,0.6211,0.5719,1620.8
1627,196,47,0.6219,0.5719,1621.8
1628,197,47,0.6209,0.5719,1622.8
1629,195,47,0.6225,0.5719,1623.8
1630,199,47,0.6224,0.5719,1624.8
1631,200,47,0.6226,0.5719,1625.8
1632,198,47,0.6226,0.5719,1626.8
1633,198,47,0.6232,0.5719,1627.8
1634,199,47,0.6235,0.5719,1628.8
1635,198,47,0.6247,0.5719,1629.8
1636,198,47,0.6243,0.5719,1630.8
1637,197,47,0.6260,0.5719,1631.8
1638,200,47,0.6266,0.5719,1632.8
1639,198,47,0.6276,0.5719,1633.8
1640,198,47,0.6273,0.5719,1634.8
1641,198,47,0.6276,0.5719,1635.8
1642,200,47,0.6277,0.5719,1636.8
1643,196,47,0.6283,0.5719,1637.8
1644,197,47,0.6281,0.5719,1638.8
1645,199,47,0.6273,0.5719,1639.8
1646,200,47,0.6277,0.5719,1640.8
1647,198,47,0.6276,0.5719,1641.8
1648,200,47,0.6273,0.5719,1642.8
1649,198,47,0.6274,0.5719,1643.8
1650,197,47,0.6280,0.5719,1644.8
1651,198,47,0.6281,0.5719,1645.8
1652,198,47,0.6273,0.5719,1646.8
1653,200,47,0.6275,0.5719,1647.8
1654,197,47,0.6262,0.5719,1648.8
1655,197,47,0.6268,0.5719,1649.8
1656,196,47,0.6278,0.5719,1650.8
1657,199,47,0.6277,0.5719,1651.8
1658,198,47,0.6285,0.5719,1652.8
1659,198,47,0.6280,0.5719,1653.8
1660,197,47,0.6279,0.5719,1654.8
1661,197,47,0.6284,0.5719,1655.8
1662,199,47,0.6285,0.5719,1656.8
1663,197,47,0.6284,0.5719,1657.8
1664,197,47,0.6277,0.5719,1658.8
1665,196,47,0.6280,0.5719,1659.8
1666,198,47,0.6284,0.5719,1660.8
1667,197,47,0.6273,0.5719,1661.8
1668,198,47,0.6277,0.5719,1662.8
1669,200,47,0.6280,0.5719,1663.8
1670,199,47,0.6279,0.5719,1664.8
1671,199,47,0.6277,0.5719,1665.8
1672,197,47,0.6299,0.5719,1666.8
1673,199,47,0.6310,0.5719,1667.8
1674,198,47,0.6309,0.5719,1668.8
1675,196,47,0.6320,0.5719,1669.8
1676,199,47,0.6308,0.5719,1670.8
1677,198,47,0.6308,0.5719,1671.8
1678,196,47,0.6316,0.5719,1672.8
1679,198,47,0.6311,0.5719,1673.8
1680,199,47,0.6314,0.5719,1674.8
1681,200,47,0.6316,0.5719,1675.8
1682,198,47,0.6313,0.5719,1676.8
1683,199,47,0.6308,0.5719,1677.8
1684,194,47,0.6315,0.5719,1678.8
1685,198,47,0.6306,0.5719,1679.8
1686,197,47,0.6300,0.5719,1680.8
1687,199,47,0.6298,0.5719,1681.8
1688,198,47,0.6301,0.5719,1682.8
1689,199,47,0.6304,0.5719,1683.8
1690,199,47,0.6301,0.5719,1684.8
1691,195,47,0.6303,0.5719,1685.8
1692,200,47,0.6301,0.5719,1686.8
1693,197,47,0.6304,0.5719,1687.8
1694,196,47,0.6299,0.5719,1688.8
1695,194,47,0.6292,0.5719,1689.8
1696,198,47,0.6264,0.5719,1690.8
1697,197,47,0.6269,0.5719,1691.8
1698,197,47,0.6268,0.5719,1692.8
1699,200,47,0.6267,0.5719,1693.8
1700,198,47,0.6265,0.5719,1694.8
1701,200,47,0.6268,0.5719,1695.8
1702,198,47,0.6278,0.5719,1696.8
1703,198,47,0.6282,0.5719,1697.8
1704,197,47,0.6294,0.5719,1698.8
1705,199,47,0.6293,0.5719,1699.8
1706,198,47,0.6292,0.5719,1700.8
1707,197,47,0.6297,0.5719,1701.8
1708,198,47,0.6287,0.5719,1702.8
1709,199,47,0.6284,0.5719,1703.8
1710,199,47,0.6293,0.5719,1704.8
1711,200,47,0.6296,0.5719,1705.8
1712,198,47,0.6297,0.5719,1706.8
1713,197,47,0.6292,0.5719,1707.8
1714,196,47,0.6297,0.5719,1708.8
1715,198,47,0.6300,0.5719,1709.8
1716,199,47,0.6307,0.5719,1710.8
1717,199,47,0.6304,0.5719,1711.8
1718,200,47,0.6305,0.5719,1712.8
1719,198,47,0.6300,0.5719,1713.8
1720,200,47,0.6303,0.5719,1714.8
1721,199,47,0.6309,0.5719,1715.8
1722,200,47,0.6306,0.5719,1716.8
1723,198,47,0.6306,0.5719,1717.8
1724,200,47,0.6305,0.5719,1718.8
1725,196,47,0.6316,0.5719,1719.8
1726,195,47,0.6320,0.5719,1720.8
1727,200,47,0.6312,0.5719,1721.8
1728,198,47,0.6310,0.5719,1722.8
1729,194,47,0.6310,0.5719,1723.8
1730,198,47,0.6321,0.5719,1724.8
1731,194,47,0.6304,0.5719,1725.8
1732,198,47,0.6302,0.5719,1726.8
1733,199,47,0.6307,0.5719,1727.8
1734,198,47,0.6310,0.5719,1728.8
1735,195,47,0.6303,0.5719,1729.8
1736,199,47,0.6306,0.5719,1730.8
1737,199,47,0.6293,0.5719,1731.8
1738,199,47,0.6296,0.5719,1732.8
1739,198,47,0.6296,0.5719,1733.8
1740,198,47,0.6301,0.5719,1734.8
1741,197,47,0.6291,0.5719,1735.8
1742,199,47,0.6288,0.5719,1736.8
1743,200,47,0.6268,0.5719,1737.8
1744,197,47,0.6271,0.5719,1738.8
1745,199,47,0.6270,0.5719,1739.8
1746,197,47,0.6269,0.5719,1740.8
1747,199,47,0.6271,0.5719,1741.8
1748,198,47,0.6272,0.5719,1742.8
1749,198,47,0.6275,0.5719,1743.8
1750,198,47,0.6274,0.5719,1744.8
1751,197,47,0.6279,0.5719,1745.8
1752,198,47,0.6288,0.5719,1746.8
1753,197,47,0.6321,0.5719,1747.8
1754,199,47,0.6325,0.5719,1748.8
1755,199,47,0.6324,0.5719,1749.8
1756,199,47,0.6325,0.5719,1750.8
1757,196,47,0.6336,0.5719,1751.8
1758,196,47,0.6340,0.5719,1752.8
1759,199,47,0.6337,0.5719,1753.8
1760,198,47,0.6340,0.5719,1754.8
1761,196,47,0.6349,0.5719,1755.8
1762,198,47,0.6354,0.5719,1756.8
1763,198,47,0.6356,0.5719,1757.8
1764,198,47,0.6358,0.5719,1758.8
1765,198,47,0.6362,0.5719,1759.8
1766,195,47,0.6379,0.5719,1760.8
1767,195,47,0.6365,0.5719,1761.8
1768,199,47,0.6366,0.5719,1762.8
1769,198,47,0.6380,0.5719,1763.8
1770,199,47,0.6373,0.5719,1764.8
1771,196,47,0.6369,0.5719,1765.8
1772,199,47,0.6371,0.5719,1766.8
1773,199,47,0.6369,0.5719,1767.8
1774,200,47,0.6369,0.5719,1768.8
1775,196,47,0.6366,0.5719,1769.8
1776,197,46,0.6363,0.5533,1770.9
1777,197,46,0.6371,0.5533,1771.9
1778,199,46,0.6376,0.5533,1772.9
1779,199,46,0.6373,0.5533,1773.9
1780,198,46,0.6371,0.5533,1774.9
1781,200,46,0.6374,0.5533,1775.9
1782,200,46,0.6374,0.5533,1776.9
1783,197,46,0.6377,0.5533,1777.9
1784,197,46,0.6383,0.5533,1778.9
1785,199,46,0.6388,0.5533,1779.9
1786,197,46,0.6388,0.5533,1780.9
1787,200,46,0.6384,0.5533,1781.9
1788,196,46,0.6381,0.5533,1782.9
1789,198,46,0.6374,0.5533,1783.9
1790,198,46,0.6368,0.5533,1784.9
1791,198,46,0.6362,0.5533,1785.9
1792,197,46,0.6367,0.5533,1786.9
1793,197,46,0.6364,0.5533,1787.9
1794,197,46,0.6367,0.5533,1788.9
1795,197,46,0.6361,0.5533,1789.9
1796,199,46,0.6365,0.5533,1790.9
1797,200,46,0.6368,0.5533,1791.9
1798,197,46,0.6373,0.5533,1792.9
1799,196,46,0.6394,0.5533,1793.9
1800,197,46,0.6401,0.5533,1794.9
1801,200,46,0.6407,0.5533,1795.9
1802,200,46,0.6407,0.5533,1796.9
1803,197,46,0.6395,0.5533,1797.9
1804,199,46,0.6395,0.5533,1798.9
1805,198,46,0.6402,0.5533,1799.9
1806,197,46,0.6401,0.5533,1800.9
1807,199,46,0.6402,0.5533,1801.9
1808,200,46,0.6403,0.5533,1802.9
1809,197,46,0.6397,0.5533,1803.9
1810,198,46,0.6388,0.5533,1804.9
1811,200,46,0.6387,0.5533,1805.9
1812,198,46,0.6392,0.5533,1806.9
1813,198,46,0.6379,0.5533,1807.9
1814,199,46,0.6377,0.5533,1808.9
1815,200,46,0.6379,0.5533,1809.9
1816,197,46,0.6384,0.5533,1810.9
1817,198,46,0.6385,0.5533,1811.9
1818,199,46,0.6386,0.5533,1812.9
1819,200,46,0.6387,0.5533,1813.9
1820,198,46,0.6387,0.5533,1814.9
1821,200,46,0.6385,0.5533,1815.9
1822,199,46,0.6380,0.5533,1816.9
1823,198,45,0.6385,0.5134,1818.0
1824,199,45,0.6382,0.5134,1819.0
1825,198,45,0.6383,0.5134,1820.0
1826,200,45,0.6387,0.5134,1821.0
1827,199,45,0.6386,0.5134,1822.0
1828,200,45,0.6388,0.5134,1823.0
1829,199,45,0.6392,0.5134,1824.0
1830,197,45,0.6396,0.5134,1825.0
1831,199,45,0.6382,0.5134,1826.0
1832,199,45,0.6381,0.5134,1827.0
1833,200,45,0.6384,0.5134,1828.0
1834,197,45,0.6397,0.5134,1829.0
1835,196,45,0.6388,0.5134,1830.0
1836,199,45,0.6383,0.5134,1831.0
1837,198,45,0.6386,0.5134,1832.0
1838,200,45,0.6390,0.5134,1833.0
1839,197,45,0.6388,0.5134,1834.0
1840,199,45,0.6381,0.5134,1835.0
1841,199,45,0.6382,0.5134,1836.0
1842,198,45,0.6383,0.5134,1837.0
1843,196,45,0.6384,0.5134,1838.0
1844,197,45,0.6392,0.5134,1839.0
1845,200,45,0.6390,0.5134,1840.0
1846,199,45,0.6391,0.5134,1841.0
1847,199,45,0.6391,0.5134,1842.0
1848,200,45,0.6391,0.5134,1843.0
1849,194,45,0.6392,0.5134,1844.0
1850,197,45,0.6384,0.5134,1845.0
1851,198,45,0.6375,0.5134,1846.0
1852,198,45,0.6375,0.5134,1847.0
1853,198,45,0.6376,0.5134,1848.0
1854,199,45,0.6383,0.5134,1849.0
1855,198,45,0.6375,0.5134,1850.0
1856,199,45,0.6370,0.5134,1851.0
1857,192,45,0.6360,0.5134,1852.0
1858,200,45,0.6341,0.5134,1853.0
1859,197,45,0.6341,0.5134,1854.0
1860,199,45,0.6337,0.5134,1855.0
1861,199,45,0.6334,0.5134,1856.0
1862,198,45,0.6331,0.5134,1857.0
1863,197,45,0.6328,0.5134,1858.0
1864,199,45,0.6328,0.5134,1859.0
1865,199,45,0.6333,0.5134,1860.0
1866,198,45,0.6327,0.5134,1861.0
1867,198,44,0.6326,0.4875,1862.1
1868,196,44,0.6333,0.4875,1863.1
1869,200,44,0.6327,0.4875,1864.1
1870,198,44,0.6333,0.4875,1865.1
1871,200,44,0.6331,0.4875,1866.1
1872,196,44,0.6344,0.4875,1867.1
1873,196,44,0.6345,0.4875,1868.1
1874,196,44,0.6348,0.4875,1869.1
1875,199,44,0.6360,0.4875,1870.1
1876,199,44,0.6358,0.4875,1871.1
1877,199,44,0.6359,0.4875,1872.1
1878,199,44,0.6357,0.4875,1873.1
1879,200,44,0.6357,0.4875,1874.1
1880,199,44,0.6358,0.4875,1875.1
1881,198,44,0.6360,0.4875,1876.1
1882,199,44,0.6362,0.4875,1877.1
1883,198,44,0.6366,0.4875,1878.1
1884,200,44,0.6366,0.4875,1879.1
1885,200,44,0.6366,0.4875,1880.1
1886,199,44,0.6365,0.4875,1881.1
1887,196,44,0.6364,0.4875,1882.1
1888,197,44,0.6356,0.4875,1883.1
1889,197,44,0.6353,0.4875,1884.1
1890,199,44,0.6351,0.4875,1885.1
1891,198,44,0.6353,0.4875,1886.1
1892,199,44,0.6354,0.4875,1887.1
1893,197,44,0.6351,0.4875,1888.1
1894,197,44,0.6355,0.4875,1889.1
1895,199,43,0.6329,0.4755,1890.2
1896,200,43,0.6332,0.4755,1891.2
1897,198,43,0.6332,0.4755,1892.2
1898,196,43,0.6335,0.4755,1893.2
1899,200,43,0.6361,0.4755,1894.2
1900,198,43,0.6364,0.4755,1895.2
1901,198,43,0.6369,0.4755,1896.2
1902,198,43,0.6362,0.4755,1897.2
1903,198,43,0.6347,0.4755,1898.2
1904,198,43,0.6346,0.4755,1899.2
1905,197,43,0.6346,0.4755,1900.2
1906,198,43,0.6334,0.4755,1901.2
1907,199,43,0.6336,0.4755,1902.2
1908,196,43,0.6331,0.4755,1903.2
1909,196,43,0.6341,0.4755,1904.2
1910,200,43,0.6344,0.4755,1905.2
1911,197,43,0.6354,0.4755,1906.2
1912,197,43,0.6354,0.4755,1907.2
1913,196,43,0.6347,0.4755,1908.2
1914,200,43,0.6328,0.4755,1909.2
1915,198,43,0.6323,0.4755,1910.2
1916,198,43,0.6331,0.4755,1911.2
1917,199,43,0.6334,0.4755,1912.2
1918,200,43,0.6334,0.4755,1913.2
1919,199,43,0.6333,0.4755,1914.2
1920,200,43,0.6338,0.4755,1915.2
1921,197,43,0.6362,0.4755,1916.2
1922,200,43,0.6371,0.4755,1917.2
1923,199,43,0.6373,0.4755,1918.2
1924,196,43,0.6384,0.4755,1919.2
1925,199,43,0.6381,0.4755,1920.2
1926,197,43,0.6387,0.4755,1921.2
1927,199,43,0.6395,0.4755,1922.2
1928,200,43,0.6400,0.4755,1923.2
1929,200,43,0.6400,0.4755,1924.2
1930,196,43,0.6393,0.4755,1925.2
1931,198,43,0.6381,0.4755,1926.2
1932,198,43,0.6375,0.4755,1927.2
1933,198,43,0.6371,0.4755,1928.2
1934,198,43,0.6373,0.4755,1929.2
1935,199,43,0.6375,0.4755,1930.2
1936,200,43,0.6374,0.4755,1931.2
1937,199,43,0.6378,0.4755,1932.2
1938,200,43,0.6388,0.4755,1933.2
1939,198,43,0.6390,0.4755,1934.2
1940,196,43,0.6390,0.4755,1935.2
1941,199,43,0.6396,0.4755,1936.2
1942,200,43,0.6397,0.4755,1937.2
1943,200,43,0.6397,0.4755,1938.2
1944,200,43,0.6397,0.4755,1939.2
1945,198,43,0.6396,0.4755,1940.2
1946,200,43,0.6399,0.4755,1941.2
1947,200,43,0.6399,0.4755,1942.2
1948,198,43,0.6429,0.4755,1943.2
1949,199,43,0.6424,0.4755,1944.2
1950,197,43,0.6432,0.4755,1945.2
1951,199,43,0.6432,0.4755,1946.2
1952,197,43,0.6434,0.4755,1947.2
1953,199,43,0.6425,0.4755,1948.2
1954,200,43,0.6425,0.4755,1949.2
1955,199,43,0.6424,0.4755,1950.2
1956,200,43,0.6423,0.4755,1951.2
1957,200,43,0.6423,0.4755,1952.2
1958,197,43,0.6424,0.4755,1953.2
1959,198,43,0.6425,0.4755,1954.2
1960,199,43,0.6422,0.4755,1955.2
1961,199,43,0.6425,0.4755,1956.2
1962,199,43,0.6429,0.4755,1957.2
1963,200,43,0.6443,0.4755,1958.2
1964,197,43,0.6450,0.4755,1959.2
1965,198,43,0.6448,0.4755,1960.2
1966,200,43,0.6456,0.4755,1961.2
1967,199,43,0.6452,0.4755,1962.2
1968,198,43,0.6469,0.4755,1963.2
1969,198,43,0.6474,0.4755,1964.2
1970,199,43,0.6461,0.4755,1965.2
1971,198,43,0.6462,0.4755,1966.2
1972,198,43,0.6460,0.4755,1967.2
1973,199,43,0.6461,0.4755,1968.2
1974,200,43,0.6463,0.4755,1969.2
1975,198,43,0.6456,0.4755,1970.2
1976,198,43,0.6455,0.4755,1971.2
1977,200,43,0.6458,0.4755,1972.2
1978,197,43,0.6462,0.4755,1973.2
1979,197,43,0.6466,0.4755,1974.2
1980,198,43,0.6469,0.4755,1975.2
1981,198,43,0.6468,0.4755,1976.2
1982,197,43,0.6473,0.4755,1977.2
1983,196,43,0.6485,0.4755,1978.2
1984,199,43,0.6469,0.4755,1979.2
1985,197,43,0.6465,0.4755,1980.2
