tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_prey_eff
1941,197,50,1.8346,0.5021,0.5729
1942,200,50,1.8349,0.5021,0.5743
1943,197,50,1.8348,0.5021,0.5768
1944,199,50,1.8328,0.5021,0.5736
1945,198,50,1.8347,0.5021,0.5739
1946,199,50,1.8326,0.5021,0.5750
1947,198,50,1.8334,0.5021,0.5756
1948,199,50,1.8320,0.5021,0.5749
1949,199,50,1.8304,0.5021,0.5739
1950,198,50,1.8297,0.5021,0.5744
1951,199,50,1.8275,0.5021,0.5753
1952,199,50,1.8283,0.5021,0.5754
1953,200,50,1.8273,0.5021,0.5763
1954,197,50,1.8288,0.5021,0.5742
1955,198,50,1.8298,0.5021,0.5748
1956,199,50,1.8293,0.5021,0.5754
1957,200,50,1.8299,0.5021,0.5764
1958,196,50,1.8290,0.5021,0.5771
1959,198,50,1.8321,0.5021,0.5795
1960,198,50,1.8331,0.5021,0.5820
1961,199,50,1.8343,0.5021,0.5827
1962,198,50,1.8331,0.5021,0.5818
1963,197,50,1.8328,0.5021,0.5830
1964,199,50,1.8326,0.5021,0.5832
1965,200,50,1.8311,0.5021,0.5830
1966,194,50,1.8317,0.5021,0.5836
1967,197,50,1.8320,0.5021,0.5838
1968,199,50,1.8313,0.5021,0.5847
1969,199,50,1.8331,0.5021,0.5851
1970,197,50,1.8325,0.5021,0.5867
1971,199,50,1.8324,0.5021,0.5837
1972,199,50,1.8313,0.5021,0.5847
1973,199,50,1.8316,0.5021,0.5857
1974,198,50,1.8290,0.5021,0.5884
1975,200,50,1.8291,0.5021,0.5871
1976,199,50,1.8281,0.5021,0.5876
1977,199,50,1.8271,0.5021,0.5861
1978,196,50,1.8255,0.5021,0.5838
1979,196,50,1.8240,0.5021,0.5838
1980,199,50,1.8230,0.5021,0.5807
1981,197,50,1.8249,0.5021,0.5803
1982,198,50,1.8273,0.5021,0.5829
1983,199,50,1.8279,0.5021,0.5821
1984,192,50,1.8262,0.5021,0.5847
1985,199,50,1.8218,0.5021,0.5835
1986,199,50,1.8233,0.5021,0.5848
1987,199,50,1.8223,0.5021,0.5854
1988,197,50,1.8214,0.5021,0.5874
1989,199,50,1.8222,0.5021,0.5861
1990,198,50,1.8231,0.5021,0.5864
1991,199,50,1.8241,0.5021,0.5831
1992,199,50,1.8248,0.5021,0.5843
1993,196,50,1.8245,0.5021,0.5810
1994,198,50,1.8256,0.5021,0.5790
1995,199,50,1.8256,0.5021,0.5813
1996,197,50,1.8254,0.5021,0.5798
1997,197,50,1.8268,0.5021,0.5807
1998,199,50,1.8267,0.5021,0.5814
1999,198,50,1.8245,0.5021,0.5815
2000,199,50,1.8239,0.5021,0.5819
