tick,smart_bosses,dumb_bosses,avg_smart_energy,avg_dumb_energy
340,21,23,377.0554142321726,389.3795099402193
341,21,23,376.8442716898956,387.78339917357283
342,21,23,377.1967142989026,387.5845142281845
343,21,23,377.0301160356241,387.52809216872214
344,21,23,376.0272294212147,388.3770285996381
345,21,23,376.7637978533752,389.0461024135667
346,21,23,376.39752555044197,387.59098933532545
347,21,23,376.2255092845715,387.89992926396354
348,21,23,376.8645882910902,388.8686324874548
349,21,23,375.4850332730451,387.45380727845895
350,21,23,378.10643631021594,387.1262059140019
351,21,23,376.9396461860764,387.0244783049726
352,21,23,376.6389915700816,386.1424511904246
353,21,23,377.53986238863234,387.2255642876257
354,21,23,377.1976106723643,386.3014190392889
355,21,23,378.0714967001287,387.061098506395
356,21,23,376.42235366776083,387.63965194639286
357,21,23,377.6583179231339,386.9298475660577
358,21,23,376.1856082554803,386.6913253682185
359,21,23,375.849846716212,386.68063761927715
360,21,23,374.83685510066977,385.79601300353437
361,21,23,377.3359459830211,384.8843309001783
362,21,23,376.1497902385757,386.84140695064633
363,21,23,376.2842772040317,386.77170355286864
364,21,23,376.2029586463978,387.786832936271
365,21,23,376.778522154877,386.9808360880221
366,21,23,376.0423245427335,386.835817402533
367,21,23,375.4800417595737,388.4708425339745
368,21,23,375.44789849258626,386.42883409557885
369,21,23,378.2855391619221,387.38877242653297
370,21,23,376.49298036655,386.3950428020774
371,21,23,377.75801838987053,385.735452835929
372,21,23,376.3668078390645,385.90288354376526
373,21,23,375.1257511432309,387.8307712390928
374,21,23,377.0178591621794,385.97729456146675
375,21,23,376.5918036616821,386.7121522319746
376,21,23,375.4740889489224,386.94217987639155
377,21,23,375.1484800915598,388.6845884976397
378,21,23,374.55940955258444,386.116081161626
379,21,23,375.2799168543099,386.51664895525636
380,21,23,375.44589142648584,386.38067384446475
381,21,23,376.3152413727676,384.50976928867743
382,21,23,376.55340357883154,385.1623807806357
383,21,23,376.5255379954537,384.06134505096526
384,21,23,374.94781414546924,385.2743452763231
385,21,23,376.4434212154771,385.55915460120076
386,21,23,374.9093627775397,383.90776266877543
387,21,23,374.84864248689894,385.83340397059465
388,21,23,376.70110388343886,386.48107998056713
389,21,23,375.85167557231944,386.0208483379841
390,21,23,375.90785947588387,384.7594594221271
391,21,23,374.94479304812353,385.7692659355188
392,21,23,374.40467406767897,384.777167718413
393,21,23,375.0202124263782,385.02164077891
394,21,23,373.79215975074385,385.57555504188537
395,21,23,373.9794413515242,385.1007326323437
396,21,23,375.75676046921217,384.83230994325436
397,21,23,374.97058887364517,385.7568930728899
398,21,23,376.3310462683941,387.0411104756805
399,21,23,375.1027894703521,384.5797256529749
400,21,23,374.3440178598193,384.0851357408961
401,21,23,373.60688154380927,386.7584810529439
402,21,23,372.9354317118502,387.1091168577258
403,21,23,373.7621630403099,386.10838856177224
404,21,23,374.6698453655195,384.20789973856245
405,21,23,375.61454033415646,384.70051005109224
406,21,23,374.8351197870271,384.22405447925445
407,21,23,372.4409628153822,385.4275398515261
408,20,23,374.27453707350287,383.23613903790806
409,20,23,373.1764736565254,385.20466520573945
410,20,23,373.63938875880336,384.71654848568835
411,20,23,371.6074533126838,384.2467852818748
412,20,23,372.41121476492117,384.70401367817925
413,20,23,373.6400600217395,385.06948105019114
414,20,23,373.9781403356373,385.74013090999057
415,20,23,373.70622369231336,384.2824186865194
416,20,22,372.1747512141782,385.3155940491649
417,20,22,372.81200163277407,384.1884458958466
418,20,22,373.5311206276082,383.68221335829674
419,20,22,371.70898836679066,384.04172676015094
420,20,22,372.2461255647902,384.7598021548922
421,20,22,371.0412292669184,382.58339408887167
422,20,22,374.4661689513043,384.20018452322574
423,20,22,373.60186991182513,382.85170897938514
424,20,22,373.1983866192081,383.5736008073082
425,20,22,372.7058080633073,383.96749778588213
426,20,22,372.3166706992917,383.1769812579816
427,20,22,373.2177274643759,382.43718453416284
428,20,22,373.16164767681374,383.3846287730852
429,20,22,371.93624825452764,383.11860534314087
430,20,22,373.12263054952786,383.49602432593565
431,20,22,372.64459677097346,383.49261249761673
432,20,22,372.12275117454317,382.7903772184704
433,20,22,373.14663485750066,383.7654315149953
434,20,22,373.53769880382765,382.82033206727135
435,20,22,371.9876351196009,383.09686952021866
436,20,22,372.58128359361825,383.46135113523815
437,20,22,372.660608139544,380.98243843496675
438,20,22,372.19879346939877,380.93910087867266
439,20,22,370.8173967133172,382.9820608123838
440,20,22,370.2617752068933,383.1177719394838
441,20,22,369.95531858234256,381.824435612025
442,20,22,372.5124827853882,381.65402790943284
443,20,22,372.19173247553266,381.3148811885582
444,20,22,370.69374432149135,381.62357844406114
445,20,22,371.8132732102329,381.50264836626735
446,20,22,372.75923117488577,380.8884917819397
447,20,22,373.4824404571311,381.36668031748013
448,20,22,370.9575801295966,381.9495690810608
449,20,22,371.22078606982865,382.12081939765665
450,20,22,371.6115690413744,382.008050983895
451,20,22,370.9985011042976,379.7818191853288
452,20,22,370.4976626689023,378.92063758871683
453,20,22,372.05860841738735,381.2035747244751
454,20,22,372.7512503645011,380.74910704226727
455,20,22,372.70313144858346,381.7564265643052
456,20,22,372.27095434988627,380.5769505204674
457,20,22,369.6367805003423,381.8901145005157
458,20,21,371.20283994600305,381.51446415884055
459,20,21,371.4766765548799,379.71115597315605
460,20,21,370.50002997345626,379.2426514447372
461,20,21,369.696829126492,382.1544590397606
462,20,21,372.58607024602645,382.17719869560517
463,20,21,371.46312172675107,380.73188698668076
464,20,21,370.21096571104215,379.8316954732263
465,20,21,369.6608438530965,380.45417448492867
466,20,21,370.3682500068799,379.75846231820935
467,20,21,368.7229499379381,380.09255252977897
468,20,21,369.6812343890241,379.5650930607078
469,20,22,370.0927358102754,378.09831768673536
470,20,22,370.08930131955293,380.4858881344519
471,20,22,370.60487782038257,380.36608995027177
472,20,22,370.2244661855196,379.8745797977009
473,20,21,370.3322626035417,380.0683113218478
474,20,21,369.7676912872772,379.26579940369413
475,20,21,368.06938239457685,379.64398478961016
476,20,21,368.24362606879885,379.8801607986991
477,20,21,367.671638518663,378.4367671309829
478,20,21,368.1004015129576,378.64645587565474
479,20,21,368.90022604828573,379.8017406811942
480,20,20,368.6028494800953,377.84035308830016
481,20,20,368.7587749897268,378.07635009847974
482,20,20,366.95828808717533,379.98948498596576
483,20,20,366.90538820912514,379.7068980428386
484,20,20,368.0935188027648,376.8262914211432
485,20,20,367.3381815364599,378.5175408608586
486,20,20,367.96788090547983,377.1380284843027
487,20,20,368.0511284506113,376.2079800568636
488,20,20,368.58604919080466,376.9720623047564
489,20,20,368.2401625425332,376.82391712472156
490,20,20,367.1475247382213,378.16082022604746
491,20,20,366.4649259498608,378.3027243313062
492,20,20,366.559230611367,377.2088654869094
493,20,20,367.09955131902865,376.2245312380397
494,20,20,369.53234591890606,376.37732960728323
495,20,20,368.4439065493598,375.8140578686676
496,20,20,367.07785521355225,377.26442819903775
497,20,20,369.1225607587919,376.8815037060591
