tick,pop_boss,pop_worker,avg_nrg_boss,avg_nrg_worker,contracts
1599,20,180,1420.0,46.2,180
1600,20,180,1419.0,46.2,180
1601,20,180,1417.9,46.2,180
1602,20,180,1416.9,46.1,180
1603,20,180,1415.8,46.1,180
1604,20,180,1414.7,46.1,180
1605,20,180,1413.7,46.0,180
1606,20,180,1412.6,46.0,180
1607,20,180,1411.6,46.0,180
1608,20,180,1410.5,45.9,180
1609,20,180,1409.5,45.9,180
1610,20,180,1408.4,45.8,180
1611,20,180,1407.4,45.8,180
1612,20,180,1406.3,45.8,180
1613,20,180,1405.3,45.7,180
1614,20,180,1404.2,45.7,180
1615,20,180,1403.2,45.7,180
1616,20,180,1402.1,45.6,180
1617,20,180,1401.1,45.6,180
1618,20,180,1400.1,45.6,180
1619,20,180,1399.0,45.5,180
1620,20,180,1398.0,45.5,180
1621,20,180,1396.9,45.5,180
1622,20,180,1395.9,45.4,180
1623,20,180,1394.9,45.4,180
1624,20,180,1393.8,45.4,180
1625,20,180,1392.8,45.3,180
1626,20,180,1391.8,45.3,180
1627,20,180,1390.8,45.3,180
1628,20,180,1389.7,45.2,180
1629,20,180,1388.7,45.2,180
1630,20,180,1387.7,45.2,180
1631,20,180,1386.7,45.1,180
1632,20,180,1385.6,45.1,180
1633,20,180,1384.6,45.1,180
1634,20,180,1383.6,45.0,180
1635,20,180,1382.6,45.0,180
1636,20,180,1381.6,45.0,180
1637,20,180,1380.5,44.9,180
1638,20,180,1379.5,44.9,180
1639,20,180,1378.5,44.9,180
1640,20,180,1377.5,44.8,180
1641,20,180,1376.5,44.8,180
1642,20,180,1375.5,44.8,180
1643,20,180,1374.5,44.7,180
1644,20,180,1373.5,44.7,180
1645,20,180,1372.5,44.7,180
1646,20,180,1371.5,44.6,180
1647,20,180,1370.4,44.6,180
1648,20,180,1369.4,44.6,180
1649,20,180,1368.4,44.5,180
1650,20,180,1367.4,44.5,180
1651,20,180,1366.4,44.5,180
1652,20,180,1365.4,44.4,180
1653,20,180,1364.5,44.4,180
1654,20,180,1363.5,44.4,180
1655,20,180,1362.5,44.3,180
1656,20,180,1361.5,44.3,180
1657,20,180,1360.5,44.3,180
1658,20,180,1359.5,44.2,180
1659,20,180,1358.5,44.2,180
1660,20,180,1357.5,44.2,180
1661,20,180,1356.5,44.1,180
1662,20,180,1355.5,44.1,180
1663,20,180,1354.6,44.1,180
1664,20,180,1353.6,44.0,180
1665,20,180,1352.6,44.0,180
1666,20,180,1351.6,44.0,180
1667,20,180,1350.6,43.9,180
1668,20,180,1349.7,43.9,180
1669,20,180,1348.7,43.9,180
1670,20,180,1347.7,43.8,180
1671,20,180,1346.7,43.8,180
1672,20,180,1345.8,43.8,180
1673,20,180,1344.8,43.7,180
1674,20,180,1343.8,43.7,180
1675,20,180,1342.8,43.7,180
1676,20,180,1341.9,43.6,180
1677,20,180,1340.9,43.6,180
1678,20,180,1339.9,43.6,180
1679,20,180,1339.0,43.5,180
1680,20,180,1338.0,43.5,180
1681,20,180,1337.0,43.5,180
1682,20,180,1336.1,43.4,180
1683,20,180,1335.1,43.4,180
1684,20,180,1334.2,43.4,180
1685,20,180,1333.2,43.3,180
1686,20,180,1332.3,43.3,180
1687,20,180,1331.3,43.3,180
1688,20,180,1330.3,43.3,180
1689,20,180,1329.4,43.2,180
1690,20,180,1328.4,43.2,180
1691,20,180,1327.5,43.2,180
1692,20,180,1326.5,43.1,180
1693,20,180,1325.6,43.1,180
1694,20,180,1324.6,43.1,180
1695,20,180,1323.7,43.0,180
1696,20,180,1322.7,43.0,180
1697,20,180,1321.8,43.0,180
1698,20,180,1320.9,42.9,180
1699,20,180,1319.9,42.9,180
1700,20,180,1319.0,42.9,180
1701,20,180,1318.0,42.8,180
1702,20,180,1317.1,42.8,180
1703,20,180,1316.2,42.8,180
1704,20,180,1315.2,42.7,180
1705,20,180,1314.3,42.7,180
1706,20,180,1313.3,42.7,180
1707,20,180,1312.4,42.7,180
1708,20,180,1311.5,42.6,180
1709,20,180,1310.5,42.6,180
1710,20,180,1309.6,42.6,180
1711,20,180,1308.7,42.5,180
1712,20,180,1307.8,42.5,180
1713,20,180,1306.8,42.5,180
1714,20,180,1305.9,42.4,180
1715,20,180,1305.0,42.4,180
1716,20,180,1304.1,42.4,180
1717,20,180,1303.1,42.3,180
1718,20,180,1302.2,42.3,180
1719,20,180,1301.3,42.3,180
1720,20,180,1300.4,42.3,180
1721,20,180,1299.5,42.2,180
1722,20,180,1298.5,42.2,180
1723,20,180,1297.6,42.2,180
1724,20,180,1296.7,42.1,180
1725,20,180,1295.8,42.1,180
1726,20,180,1294.9,42.1,180
1727,20,180,1294.0,42.0,180
1728,20,180,1293.1,42.0,180
1729,20,180,1292.2,42.0,180
1730,20,180,1291.2,41.9,180
1731,20,180,1290.3,41.9,180
1732,20,180,1289.4,41.9,180
1733,20,180,1288.5,41.9,180
1734,20,180,1287.6,41.8,180
1735,20,180,1286.7,41.8,180
1736,20,180,1285.8,41.8,180
1737,20,180,1284.9,41.7,180
1738,20,180,1284.0,41.7,180
1739,20,180,1283.1,41.7,180
1740,20,180,1282.2,41.6,180
1741,20,180,1281.3,41.6,180
1742,20,180,1280.4,41.6,180
1743,20,180,1279.5,41.6,180
1744,20,180,1278.6,41.5,180
1745,20,180,1277.7,41.5,180
1746,20,180,1276.8,41.5,180
1747,20,180,1276.0,41.4,180
1748,20,180,1275.1,41.4,180
1749,20,180,1274.2,41.4,180
1750,20,180,1273.3,41.4,180
1751,20,180,1272.4,41.3,180
1752,20,180,1271.5,41.3,180
1753,20,180,1270.6,41.3,180
1754,20,180,1269.8,41.2,180
1755,20,180,1268.9,41.2,180
1756,20,180,1268.0,41.2,180
1757,20,180,1267.1,41.1,180
1758,20,180,1266.2,41.1,180
1759,20,180,1265.3,41.1,180
1760,20,180,1264.5,41.1,180
1761,20,180,1263.6,41.0,180
1762,20,180,1262.7,41.0,180
1763,20,180,1261.8,41.0,180
1764,20,180,1261.0,40.9,180
1765,20,180,1260.1,40.9,180
1766,20,180,1259.2,40.9,180
1767,20,180,1258.4,40.9,180
1768,20,180,1257.5,40.8,180
1769,20,180,1256.6,40.8,180
1770,20,180,1255.7,40.8,180
1771,20,180,1254.9,40.7,180
1772,20,180,1254.0,40.7,180
1773,20,180,1253.2,40.7,180
1774,20,180,1252.3,40.7,180
1775,20,180,1251.4,40.6,180
1776,20,180,1250.6,40.6,180
1777,20,180,1249.7,40.6,180
1778,20,180,1248.8,40.5,180
1779,20,180,1248.0,40.5,180
1780,20,180,1247.1,40.5,180
1781,20,180,1246.3,40.5,180
1782,20,180,1245.4,40.4,180
1783,20,180,1244.6,40.4,180
1784,20,180,1243.7,40.4,180
1785,20,180,1242.9,40.3,180
1786,20,180,1242.0,40.3,180
1787,20,180,1241.2,40.3,180
1788,20,180,1240.3,40.3,180
1789,20,180,1239.5,40.2,180
1790,20,180,1238.6,40.2,180
1791,20,180,1237.8,40.2,180
1792,20,180,1236.9,40.1,180
1793,20,180,1236.1,40.1,180
1794,20,180,1235.2,40.1,180
1795,20,180,1234.4,40.1,180
1796,20,180,1233.5,40.0,180
1797,20,180,1232.7,40.0,180
1798,20,180,1231.9,40.0,180
1799,20,180,1231.0,39.9,180
1800,20,180,1230.2,39.9,180
1801,20,180,1229.3,39.9,180
1802,20,180,1228.5,39.9,180
1803,20,180,1227.7,39.8,180
1804,20,180,1226.8,39.8,180
1805,20,180,1226.0,39.8,180
1806,20,180,1225.2,39.8,180
1807,20,180,1224.3,39.7,180
1808,20,180,1223.5,39.7,180
1809,20,180,1222.7,39.7,180
1810,20,180,1221.8,39.6,180
1811,20,180,1221.0,39.6,180
1812,20,180,1220.2,39.6,180
1813,20,180,1219.4,39.6,180
1814,20,180,1218.5,39.5,180
1815,20,180,1217.7,39.5,180
1816,20,180,1216.9,39.5,180
1817,20,180,1216.1,39.4,180
1818,20,180,1215.2,39.4,180
1819,20,180,1214.4,39.4,180
1820,20,180,1213.6,39.4,180
1821,20,180,1212.8,39.3,180
1822,20,180,1212.0,39.3,180
1823,20,180,1211.1,39.3,180
1824,20,180,1210.3,39.3,180
1825,20,180,1209.5,39.2,180
1826,20,180,1208.7,39.2,180
1827,20,180,1207.9,39.2,180
1828,20,180,1207.1,39.1,180
1829,20,180,1206.3,39.1,180
1830,20,180,1205.4,39.1,180
1831,20,180,1204.6,39.1,180
1832,20,180,1203.8,39.0,180
1833,20,180,1203.0,39.0,180
1834,20,180,1202.2,39.0,180
1835,20,180,1201.4,39.0,180
1836,20,180,1200.6,38.9,180
1837,20,180,1199.8,38.9,180
1838,20,180,1199.0,38.9,180
1839,20,180,1198.2,38.9,180
1840,20,180,1197.4,38.8,180
1841,20,180,1196.6,38.8,180
1842,20,180,1195.8,38.8,180
1843,20,180,1195.0,38.7,180
1844,20,180,1194.2,38.7,180
1845,20,180,1193.4,38.7,180
1846,20,180,1192.6,38.7,180
1847,20,180,1191.8,38.6,180
1848,20,180,1191.0,38.6,180
1849,20,180,1190.2,38.6,180
1850,20,180,1189.4,38.6,180
1851,20,180,1188.6,38.5,180
1852,20,180,1187.8,38.5,180
1853,20,180,1187.0,38.5,180
1854,20,180,1186.2,38.5,180
1855,20,180,1185.5,38.4,180
1856,20,180,1184.7,38.4,180
1857,20,180,1183.9,38.4,180
1858,20,180,1183.1,38.4,180
1859,20,180,1182.3,38.3,180
1860,20,180,1181.5,38.3,180
1861,20,180,1180.7,38.3,180
1862,20,180,1180.0,38.2,180
1863,20,180,1179.2,38.2,180
1864,20,180,1178.4,38.2,180
1865,20,180,1177.6,38.2,180
1866,20,180,1176.8,38.1,180
1867,20,180,1176.0,38.1,180
1868,20,180,1175.3,38.1,180
1869,20,180,1174.5,38.1,180
1870,20,180,1173.7,38.0,180
1871,20,180,1172.9,38.0,180
1872,20,180,1172.2,38.0,180
1873,20,180,1171.4,38.0,180
1874,20,180,1170.6,37.9,180
1875,20,180,1169.8,37.9,180
1876,20,180,1169.1,37.9,180
1877,20,180,1168.3,37.9,180
1878,20,180,1167.5,37.8,180
1879,20,180,1166.8,37.8,180
1880,20,180,1166.0,37.8,180
1881,20,180,1165.2,37.8,180
1882,20,180,1164.5,37.7,180
1883,20,180,1163.7,37.7,180
1884,20,180,1162.9,37.7,180
1885,20,180,1162.2,37.7,180
1886,20,180,1161.4,37.6,180
1887,20,180,1160.6,37.6,180
1888,20,180,1159.9,37.6,180
1889,20,180,1159.1,37.6,180
1890,20,180,1158.4,37.5,180
1891,20,180,1157.6,37.5,180
1892,20,180,1156.8,37.5,180
1893,20,180,1156.1,37.5,180
1894,20,180,1155.3,37.4,180
1895,20,180,1154.6,37.4,180
1896,20,180,1153.8,37.4,180
1897,20,180,1153.1,37.4,180
1898,20,180,1152.3,37.3,180
1899,20,180,1151.6,37.3,180
1900,20,180,1150.8,37.3,180
1901,20,180,1150.1,37.3,180
1902,20,180,1149.3,37.2,180
1903,20,180,1148.6,37.2,180
1904,20,180,1147.8,37.2,180
1905,20,180,1147.1,37.2,180
1906,20,180,1146.3,37.1,180
1907,20,180,1145.6,37.1,180
1908,20,180,1144.8,37.1,180
1909,20,180,1144.1,37.1,180
1910,20,180,1143.3,37.0,180
1911,20,180,1142.6,37.0,180
1912,20,180,1141.8,37.0,180
1913,20,180,1141.1,37.0,180
1914,20,180,1140.4,36.9,180
1915,20,180,1139.6,36.9,180
1916,20,180,1138.9,36.9,180
1917,20,180,1138.1,36.9,180
1918,20,180,1137.4,36.8,180
1919,20,180,1136.7,36.8,180
1920,20,180,1135.9,36.8,180
1921,20,180,1135.2,36.8,180
1922,20,180,1134.5,36.7,180
1923,20,180,1133.7,36.7,180
1924,20,180,1133.0,36.7,180
1925,20,180,1132.3,36.7,180
1926,20,180,1131.5,36.6,180
1927,20,180,1130.8,36.6,180
1928,20,180,1130.1,36.6,180
1929,20,180,1129.3,36.6,180
1930,20,180,1128.6,36.5,180
1931,20,180,1127.9,36.5,180
1932,20,180,1127.2,36.5,180
1933,20,180,1126.4,36.5,180
1934,20,180,1125.7,36.4,180
1935,20,180,1125.0,36.4,180
1936,20,180,1124.3,36.4,180
1937,20,180,1123.5,36.4,180
1938,20,180,1122.8,36.3,180
1939,20,180,1122.1,36.3,180
1940,20,180,1121.4,36.3,180
1941,20,180,1120.6,36.3,180
1942,20,180,1119.9,36.2,180
1943,20,180,1119.2,36.2,180
1944,20,180,1118.5,36.2,180
1945,20,180,1117.8,36.2,180
1946,20,180,1117.1,36.2,180
1947,20,180,1116.3,36.1,180
1948,20,180,1115.6,36.1,180
1949,20,180,1114.9,36.1,180
1950,20,180,1114.2,36.1,180
1951,20,180,1113.5,36.0,180
1952,20,180,1112.8,36.0,180
1953,20,180,1112.1,36.0,180
1954,20,180,1111.3,36.0,180
1955,20,180,1110.6,35.9,180
1956,20,180,1109.9,35.9,180
1957,20,180,1109.2,35.9,180
1958,20,180,1108.5,35.9,180
1959,20,180,1107.8,35.8,180
1960,20,180,1107.1,35.8,180
1961,20,180,1106.4,35.8,180
1962,20,180,1105.7,35.8,180
1963,20,180,1105.0,35.8,180
1964,20,180,1104.3,35.7,180
1965,20,180,1103.6,35.7,180
1966,20,180,1102.9,35.7,180
1967,20,180,1102.2,35.7,180
1968,20,180,1101.5,35.6,180
1969,20,180,1100.8,35.6,180
1970,20,180,1100.1,35.6,180
1971,20,180,1099.4,35.6,180
1972,20,180,1098.7,35.5,180
1973,20,180,1098.0,35.5,180
1974,20,180,1097.3,35.5,180
1975,20,180,1096.6,35.5,180
1976,20,180,1095.9,35.4,180
1977,20,180,1095.2,35.4,180
1978,20,180,1094.5,35.4,180
1979,20,180,1093.8,35.4,180
1980,20,180,1093.1,35.4,180
1981,20,180,1092.4,35.3,180
1982,20,180,1091.7,35.3,180
1983,20,180,1091.1,35.3,180
1984,20,180,1090.4,35.3,180
1985,20,180,1089.7,35.2,180
1986,20,180,1089.0,35.2,180
1987,20,180,1088.3,35.2,180
1988,20,180,1087.6,35.2,180
1989,20,180,1086.9,35.2,180
1990,20,180,1086.2,35.1,180
1991,20,180,1085.6,35.1,180
1992,20,180,1084.9,35.1,180
1993,20,180,1084.2,35.1,180
1994,20,180,1083.5,35.0,180
1995,20,180,1082.8,35.0,180
1996,20,180,1082.1,35.0,180
1997,20,180,1081.5,35.0,180
1998,20,180,1080.8,34.9,180
1999,20,180,1080.1,34.9,180
2000,20,180,1079.4,34.9,180
