tick,pop_republic,pop_empire,nukes_built,battles
1353,50,150,0,0
1354,50,150,0,0
1355,50,150,0,0
1356,50,150,0,0
1357,50,150,0,0
1358,50,150,0,0
1359,50,150,0,0
1360,50,150,0,0
1361,50,150,0,0
1362,50,150,0,0
1363,50,150,0,0
1364,50,150,0,0
1365,50,150,0,0
1366,50,150,0,0
1367,50,150,0,0
1368,50,150,0,0
1369,50,150,0,0
1370,50,150,0,0
1371,50,150,0,0
1372,50,150,0,0
1373,50,150,0,0
1374,50,150,0,0
1375,50,150,0,0
1376,50,150,0,0
1377,50,150,0,0
1378,50,150,0,0
1379,50,150,0,0
1380,50,150,0,0
1381,50,150,0,0
1382,50,150,0,0
1383,50,150,0,0
1384,50,150,0,0
1385,50,150,0,0
1386,50,150,0,0
1387,50,150,0,0
1388,50,150,0,0
1389,50,150,0,0
1390,50,150,0,0
1391,50,150,0,0
1392,50,150,0,0
1393,50,150,0,0
1394,50,150,0,0
1395,50,150,0,0
1396,50,150,0,0
1397,50,150,0,0
1398,50,150,0,0
1399,50,150,0,0
1400,50,150,0,0
1401,50,150,0,0
1402,50,150,0,0
1403,50,150,0,0
1404,50,150,0,0
1405,50,150,0,0
1406,50,150,0,0
1407,50,150,0,0
1408,50,150,0,0
1409,50,150,0,0
1410,50,150,0,0
1411,50,150,0,0
1412,50,150,0,0
1413,50,150,0,0
1414,50,150,0,0
1415,50,150,0,0
1416,50,150,0,0
1417,50,150,0,0
1418,50,150,0,0
1419,50,150,0,0
1420,50,150,0,0
1421,50,150,0,0
1422,50,150,0,0
1423,50,150,0,0
1424,50,150,0,0
1425,50,150,0,0
1426,50,150,0,0
1427,50,150,0,0
1428,50,150,0,0
1429,50,150,0,0
1430,50,150,0,0
1431,50,150,0,0
1432,50,150,0,0
1433,50,150,0,0
1434,50,150,0,0
1435,50,150,0,0
1436,50,150,0,0
1437,50,150,0,0
1438,50,150,0,0
1439,50,150,0,0
1440,50,150,0,0
1441,50,150,0,0
1442,50,150,0,0
1443,50,150,0,0
1444,50,150,0,0
1445,50,150,0,0
1446,50,150,0,0
1447,50,150,0,0
1448,50,150,0,0
1449,50,150,0,0
1450,50,150,0,0
1451,50,150,0,0
1452,50,150,0,0
1453,50,150,0,0
1454,50,150,0,0
1455,50,150,0,0
1456,50,150,0,0
1457,50,150,0,0
1458,50,150,0,0
1459,50,150,0,0
1460,50,150,0,0
1461,50,150,0,0
1462,50,150,0,0
1463,50,150,0,0
1464,50,150,0,0
1465,50,150,0,0
1466,50,150,0,0
1467,50,150,0,0
1468,50,150,0,0
1469,50,150,0,0
1470,50,150,0,0
1471,50,150,0,0
1472,50,150,0,0
1473,50,150,0,0
1474,50,150,0,0
1475,50,150,0,0
1476,50,150,0,0
1477,50,150,0,0
1478,50,150,0,0
1479,50,150,0,0
1480,50,150,0,0
1481,50,150,0,0
1482,50,150,0,0
1483,50,150,0,0
1484,50,150,0,0
1485,50,150,0,0
1486,50,150,0,0
1487,50,150,0,0
1488,50,150,0,0
1489,50,150,0,0
1490,50,150,0,0
1491,50,150,0,0
1492,50,150,0,0
1493,50,150,0,0
1494,50,150,0,0
1495,50,150,0,0
1496,50,150,0,0
1497,50,150,0,0
1498,50,150,0,0
1499,50,150,0,0
1500,50,150,0,0
1501,50,150,0,0
1502,50,150,0,0
1503,50,150,0,0
1504,50,150,0,0
1505,50,150,0,0
1506,50,150,0,0
1507,50,150,0,0
1508,50,150,0,0
1509,50,150,0,0
1510,50,150,0,0
1511,50,150,0,0
1512,50,150,0,0
1513,50,150,0,0
1514,50,150,0,0
1515,50,150,0,0
1516,50,150,0,0
1517,50,150,0,0
1518,50,150,0,0
1519,50,150,0,0
1520,50,150,0,0
1521,50,150,0,0
1522,50,150,0,0
1523,50,150,0,0
1524,50,150,0,0
1525,50,150,0,0
1526,50,150,0,0
1527,50,150,0,0
1528,50,150,0,0
1529,50,150,0,0
1530,50,150,0,0
1531,50,150,0,0
1532,50,150,0,0
1533,50,150,0,0
1534,50,150,0,0
1535,50,150,0,0
1536,50,150,0,0
1537,50,150,0,0
1538,50,150,0,0
1539,50,150,0,0
1540,50,150,0,0
1541,50,150,0,0
1542,50,150,0,0
1543,50,150,0,0
1544,50,150,0,0
1545,50,150,0,0
1546,50,150,0,0
1547,50,150,0,0
1548,50,150,0,0
1549,50,150,0,0
1550,50,150,0,0
1551,50,150,0,0
1552,50,150,0,0
1553,50,150,0,0
1554,50,150,0,0
1555,50,150,0,0
1556,50,150,0,0
1557,50,150,0,0
1558,50,150,0,0
1559,50,150,0,0
1560,50,150,0,0
1561,50,150,0,0
1562,50,150,0,0
1563,50,150,0,0
1564,50,150,0,0
1565,50,150,0,0
1566,50,150,0,0
1567,50,150,0,0
1568,50,150,0,0
1569,50,150,0,0
1570,50,150,0,0
1571,50,150,0,0
1572,50,150,0,0
1573,50,150,0,0
1574,50,150,0,0
1575,50,150,0,0
1576,50,150,0,0
1577,50,150,0,0
1578,50,150,0,0
1579,50,150,0,0
1580,50,150,0,0
1581,50,150,0,0
1582,50,150,0,0
1583,50,150,0,0
1584,50,150,0,0
1585,50,150,0,0
1586,50,150,0,0
1587,50,150,0,0
1588,50,150,0,0
1589,50,150,0,0
1590,50,150,0,0
1591,50,150,0,0
1592,50,150,0,0
1593,50,150,0,0
1594,50,150,0,0
1595,50,150,0,0
1596,50,150,0,0
1597,50,150,0,0
1598,50,150,0,0
1599,50,150,0,0
1600,50,150,0,0
1601,50,150,0,0
1602,50,150,0,0
1603,50,150,0,0
1604,50,150,0,0
1605,50,150,0,0
1606,50,150,0,0
1607,50,150,0,0
1608,50,150,0,0
1609,50,150,0,0
1610,50,150,0,0
1611,50,150,0,0
1612,50,150,0,0
1613,50,150,0,0
1614,50,150,0,0
1615,50,150,0,0
1616,50,150,0,0
1617,50,150,0,0
1618,50,150,0,0
1619,50,150,0,0
1620,50,150,0,0
1621,50,150,0,0
1622,50,150,0,0
1623,50,150,0,0
1624,50,150,0,0
1625,50,150,0,0
1626,50,150,0,0
1627,50,150,0,0
1628,50,150,0,0
1629,50,150,0,0
1630,50,150,0,0
1631,50,150,0,0
1632,50,150,0,0
1633,50,150,0,0
1634,50,150,0,0
1635,50,150,0,0
1636,50,150,0,0
1637,50,150,0,0
1638,50,150,0,0
1639,50,150,0,0
1640,50,150,0,0
1641,50,150,0,0
1642,50,150,0,0
1643,50,150,0,0
1644,50,150,0,0
1645,50,150,0,0
1646,50,150,0,0
1647,50,150,0,0
1648,50,150,0,0
1649,50,150,0,0
1650,50,150,0,0
1651,50,150,0,0
1652,50,150,0,0
1653,50,150,0,0
1654,50,150,0,0
1655,50,150,0,0
1656,50,150,0,0
1657,50,150,0,0
1658,50,150,0,0
1659,50,150,0,0
1660,50,150,0,0
1661,50,150,0,0
1662,50,150,0,0
1663,50,150,0,0
1664,50,150,0,0
1665,50,150,0,0
1666,50,150,0,0
1667,50,150,0,0
1668,50,150,0,0
1669,50,150,0,0
1670,50,150,0,0
1671,50,150,0,0
1672,50,150,0,0
1673,50,150,0,0
1674,50,150,0,0
1675,50,150,0,0
1676,50,150,0,0
1677,50,150,0,0
1678,50,150,0,0
1679,50,150,0,0
1680,50,150,0,0
1681,50,150,0,0
1682,50,150,0,0
1683,50,150,0,0
1684,50,150,0,0
1685,50,150,0,0
1686,50,150,0,0
1687,50,150,0,0
1688,50,150,0,0
1689,50,150,0,0
1690,50,150,0,0
1691,50,150,0,0
1692,50,150,0,0
1693,50,150,0,0
1694,50,150,0,0
1695,50,150,0,0
1696,50,150,0,0
1697,50,150,0,0
1698,50,150,0,0
1699,50,150,0,0
1700,50,150,0,0
1701,50,150,0,0
1702,50,150,0,0
1703,50,150,0,0
1704,50,150,0,0
1705,50,150,0,0
1706,50,150,0,0
1707,50,150,0,0
1708,50,150,0,0
1709,50,150,0,0
1710,50,150,0,0
1711,50,150,0,0
1712,50,150,0,0
1713,50,150,0,0
1714,50,150,0,0
1715,50,150,0,0
1716,50,150,0,0
1717,50,150,0,0
1718,50,150,0,0
1719,50,150,0,0
1720,50,150,0,0
1721,50,150,0,0
1722,50,150,0,0
1723,50,150,0,0
1724,50,150,0,0
1725,50,150,0,0
1726,50,150,0,0
1727,50,150,0,0
1728,50,150,0,0
1729,50,150,0,0
1730,50,150,0,0
1731,50,150,0,0
1732,50,150,0,0
1733,50,150,0,0
1734,50,150,0,0
1735,50,150,0,0
1736,50,150,0,0
1737,50,150,0,0
1738,50,150,0,0
1739,50,150,0,0
1740,50,150,0,0
1741,50,150,0,0
1742,50,150,0,0
1743,50,150,0,0
1744,50,150,0,0
1745,50,150,0,0
1746,50,150,0,0
1747,50,150,0,0
1748,50,150,0,0
1749,50,150,0,0
1750,50,150,0,0
1751,50,150,0,0
1752,50,150,0,0
1753,50,150,0,0
1754,50,150,0,0
1755,50,150,0,0
1756,50,150,0,0
1757,50,150,0,0
1758,50,150,0,0
1759,50,150,0,0
1760,50,150,0,0
1761,50,150,0,0
1762,50,150,0,0
1763,50,150,0,0
1764,50,150,0,0
1765,50,150,0,0
1766,50,150,0,0
1767,50,150,0,0
1768,50,150,0,0
1769,50,150,0,0
1770,50,150,0,0
1771,50,150,0,0
1772,50,150,0,0
1773,50,150,0,0
1774,50,150,0,0
1775,50,150,0,0
1776,50,150,0,0
1777,50,150,0,0
1778,50,150,0,0
1779,50,150,0,0
1780,50,150,0,0
1781,50,150,0,0
1782,50,150,0,0
1783,50,150,0,0
1784,50,150,0,0
1785,50,150,0,0
1786,50,150,0,0
1787,50,150,0,0
1788,50,150,0,0
1789,50,150,0,0
1790,50,150,0,0
1791,50,150,0,0
1792,50,150,0,0
1793,50,150,0,0
1794,50,150,0,0
1795,50,150,0,0
1796,50,150,0,0
1797,50,150,0,0
1798,50,150,0,0
1799,50,150,0,0
1800,50,150,0,0
1801,50,150,0,0
1802,50,150,0,0
1803,50,150,0,0
1804,50,150,0,0
1805,50,150,0,0
1806,50,150,0,0
1807,50,150,0,0
1808,50,150,0,0
1809,50,150,0,0
1810,50,150,0,0
1811,50,150,0,0
1812,50,150,0,0
1813,50,150,0,0
1814,50,150,0,0
1815,50,150,0,0
1816,50,150,0,0
1817,50,150,0,0
1818,50,150,0,0
1819,50,150,0,0
1820,50,150,0,0
1821,50,150,0,0
1822,50,150,0,0
1823,50,150,0,0
1824,50,150,0,0
1825,50,150,0,0
1826,50,150,0,0
1827,50,150,0,0
1828,50,150,0,0
1829,50,150,0,0
1830,50,150,0,0
1831,50,150,0,0
1832,50,150,0,0
1833,50,150,0,0
1834,50,150,0,0
1835,50,150,0,0
1836,50,150,0,0
1837,50,150,0,0
1838,50,150,0,0
1839,50,150,0,0
1840,50,150,0,0
1841,50,150,0,0
1842,50,150,0,0
1843,50,150,0,0
1844,50,150,0,0
1845,50,150,0,0
1846,50,150,0,0
1847,50,150,0,0
1848,50,150,0,0
1849,50,150,0,0
1850,50,150,0,0
1851,50,150,0,0
1852,50,150,0,0
1853,50,150,0,0
1854,50,150,0,0
1855,50,150,0,0
1856,50,150,0,0
1857,50,150,0,0
1858,50,150,0,0
1859,50,150,0,0
1860,50,150,0,0
1861,50,150,0,0
1862,50,150,0,0
1863,50,150,0,0
1864,50,150,0,0
1865,50,150,0,0
1866,50,150,0,0
1867,50,150,0,0
1868,50,150,0,0
1869,50,150,0,0
1870,50,150,0,0
1871,50,150,0,0
1872,50,150,0,0
1873,50,150,0,0
1874,50,150,0,0
1875,50,150,0,0
1876,50,150,0,0
1877,50,150,0,0
1878,50,150,0,0
1879,50,150,0,0
1880,50,150,0,0
1881,50,150,0,0
1882,50,150,0,0
1883,50,150,0,0
1884,50,150,0,0
1885,50,150,0,0
1886,50,150,0,0
1887,50,150,0,0
1888,50,150,0,0
1889,50,150,0,0
1890,50,150,0,0
1891,50,150,0,0
1892,50,150,0,0
1893,50,150,0,0
1894,50,150,0,0
1895,50,150,0,0
1896,50,150,0,0
1897,50,150,0,0
1898,50,150,0,0
1899,50,150,0,0
1900,50,150,0,0
1901,50,150,0,0
1902,50,150,0,0
1903,50,150,0,0
1904,50,150,0,0
1905,50,150,0,0
1906,50,150,0,0
1907,50,150,0,0
1908,50,150,0,0
1909,50,150,0,0
1910,50,150,0,0
1911,50,150,0,0
1912,50,150,0,0
1913,50,150,0,0
1914,50,150,0,0
1915,50,150,0,0
1916,50,150,0,0
1917,50,150,0,0
1918,50,150,0,0
1919,50,150,0,0
1920,50,150,0,0
1921,50,150,0,0
1922,50,150,0,0
1923,50,150,0,0
1924,50,150,0,0
1925,50,150,0,0
1926,50,150,0,0
1927,50,150,0,0
1928,50,150,0,0
1929,50,150,0,0
1930,50,150,0,0
1931,50,150,0,0
1932,50,150,0,0
1933,50,150,0,0
1934,50,150,0,0
1935,50,150,0,0
1936,50,150,0,0
1937,50,150,0,0
1938,50,150,0,0
1939,50,150,0,0
1940,50,150,0,0
1941,50,150,0,0
1942,50,150,0,0
1943,50,150,0,0
1944,50,150,0,0
1945,50,150,0,0
1946,50,150,0,0
1947,50,150,0,0
1948,50,150,0,0
1949,50,150,0,0
1950,50,150,0,0
1951,50,150,0,0
1952,50,150,0,0
1953,50,150,0,0
1954,50,150,0,0
1955,50,150,0,0
1956,50,150,0,0
1957,50,150,0,0
1958,50,150,0,0
1959,50,150,0,0
1960,50,150,0,0
1961,50,150,0,0
1962,50,150,0,0
1963,50,150,0,0
1964,50,150,0,0
1965,50,150,0,0
1966,50,150,0,0
1967,50,150,0,0
1968,50,150,0,0
1969,50,150,0,0
1970,50,150,0,0
1971,50,150,0,0
1972,50,150,0,0
1973,50,150,0,0
1974,50,150,0,0
1975,50,150,0,0
1976,50,150,0,0
1977,50,150,0,0
1978,50,150,0,0
1979,50,150,0,0
1980,50,150,0,0
1981,50,150,0,0
1982,50,150,0,0
1983,50,150,0,0
1984,50,150,0,0
1985,50,150,0,0
1986,50,150,0,0
1987,50,150,0,0
1988,50,150,0,0
1989,50,150,0,0
1990,50,150,0,0
1991,50,150,0,0
1992,50,150,0,0
1993,50,150,0,0
1994,50,150,0,0
1995,50,150,0,0
1996,50,150,0,0
1997,50,150,0,0
1998,50,150,0,0
1999,50,150,0,0
2000,50,150,0,0
