tick,prey_pop,pred_pop,avg_prey_evade,avg_pred_hunt,avg_pred_mut
1933,198,50,1.6494,0.5070,0.8314
1934,198,50,1.6530,0.5070,0.8314
1935,199,50,1.6522,0.5070,0.8314
1936,198,50,1.6462,0.5070,0.8314
1937,196,50,1.6474,0.5070,0.8314
1938,198,50,1.6460,0.5070,0.8314
1939,198,50,1.6469,0.5070,0.8314
1940,195,50,1.6479,0.5070,0.8314
1941,197,50,1.6505,0.5070,0.8314
1942,198,50,1.6504,0.5070,0.8314
1943,196,50,1.6465,0.5070,0.8314
1944,197,50,1.6457,0.5070,0.8314
1945,199,50,1.6443,0.5070,0.8314
1946,197,50,1.6488,0.5070,0.8314
1947,200,50,1.6507,0.5070,0.8314
1948,197,50,1.6486,0.5070,0.8314
1949,198,50,1.6512,0.5070,0.8314
1950,197,50,1.6530,0.5070,0.8314
1951,197,50,1.6583,0.5070,0.8314
1952,197,50,1.6635,0.5070,0.8314
1953,197,50,1.6626,0.5070,0.8314
1954,193,50,1.6617,0.5070,0.8314
1955,198,50,1.6644,0.5070,0.8314
1956,198,50,1.6675,0.5070,0.8314
1957,197,50,1.6666,0.5070,0.8314
1958,199,50,1.6671,0.5070,0.8314
1959,197,50,1.6638,0.5070,0.8314
1960,200,50,1.6640,0.5070,0.8314
1961,199,50,1.6633,0.5070,0.8314
1962,196,50,1.6622,0.5070,0.8314
1963,198,50,1.6672,0.5070,0.8314
1964,198,50,1.6654,0.5070,0.8314
1965,194,50,1.6600,0.5070,0.8314
1966,197,50,1.6654,0.5070,0.8314
1967,197,50,1.6722,0.5070,0.8314
1968,199,50,1.6729,0.5070,0.8314
1969,196,50,1.6756,0.5070,0.8314
1970,195,50,1.6753,0.5070,0.8314
1971,198,50,1.6694,0.5070,0.8314
1972,198,50,1.6691,0.5070,0.8314
1973,196,50,1.6672,0.5070,0.8314
1974,199,50,1.6685,0.5070,0.8314
1975,199,50,1.6661,0.5070,0.8314
1976,194,50,1.6589,0.5070,0.8314
1977,196,50,1.6588,0.5070,0.8314
1978,197,50,1.6571,0.5070,0.8314
1979,197,50,1.6553,0.5070,0.8314
1980,196,50,1.6605,0.5070,0.8314
1981,196,50,1.6581,0.5070,0.8314
1982,198,50,1.6553,0.5070,0.8314
1983,198,50,1.6521,0.5070,0.8314
1984,195,50,1.6509,0.5070,0.8314
1985,198,50,1.6565,0.5070,0.8314
1986,200,50,1.6536,0.5070,0.8314
1987,198,50,1.6558,0.5070,0.8314
1988,198,50,1.6542,0.5070,0.8314
1989,196,50,1.6542,0.5070,0.8314
1990,199,50,1.6541,0.5070,0.8314
1991,196,50,1.6557,0.5070,0.8314
1992,200,50,1.6540,0.5070,0.8314
1993,197,50,1.6540,0.5070,0.8314
1994,199,50,1.6592,0.5070,0.8314
1995,196,50,1.6574,0.5070,0.8314
1996,196,50,1.6553,0.5070,0.8314
1997,197,50,1.6532,0.5070,0.8314
1998,195,50,1.6483,0.5070,0.8314
1999,198,50,1.6445,0.5070,0.8314
2000,194,50,1.6501,0.5070,0.8314
